ANIO,MES,SEMANA,HORA_COMPRA,HORA_ENTREGA,ORIGEN,DESTINO,EJECUCION_ENTREGA,ENTREGA_DEMORADA,ENTREGA_ANTICIPADA,ENTREGA_A_TIEMPO,CANCELADO,TOTAL_ENVIOS,VISITAS
2024,3,12,8,13.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,12,10,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,12,6,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,3
2024,3,12,4,10.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,12,9,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,12,0,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,12,14,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,10,0,10,11
2024,3,12,14,18.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,14
2024,3,12,15,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,11,0,11,16
2024,3,12,0,10.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,6
2024,3,12,16,,ZACATECAS,OAXACA,CANCELLED,0,0,0,14,14,15
2024,3,12,19,19.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,5
2024,3,12,8,13.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,14
2024,3,12,4,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,12,8,14.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,12,10,19.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,12
2024,3,12,2,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,12,6,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,12,21,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,12,17,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,22,0,22,44
2024,3,12,18,16.0,ZACATECAS,OAXACA,EARLY,0,16,0,0,16,19
2024,3,12,17,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,38,0,38,70
2024,3,12,15,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,36,0,36,70
2024,3,12,22,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,6
2024,3,12,6,18.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,12,22,22.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,12,17,9.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,12
2024,3,12,14,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,20,0,20,26
2024,3,12,23,21.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,12,21,,ZACATECAS,OAXACA,CANCELLED,0,0,0,11,11,15
2024,3,12,7,16.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,13
2024,3,12,16,19.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,15
2024,3,12,3,17.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,12,23,11.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,14
2024,3,12,15,11.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,12,9,16.0,ZACATECAS,OAXACA,EARLY,0,16,0,0,16,20
2024,3,12,5,12.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,12,22,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,12,15,14.0,ZACATECAS,OAXACA,DELAY,5,0,0,0,5,8
2024,3,12,1,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,12,20,15.0,ZACATECAS,OAXACA,EARLY,0,17,0,0,17,19
2024,3,12,2,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,12,11,18.0,ZACATECAS,OAXACA,EARLY,0,13,0,0,13,22
2024,3,12,21,21.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,8
2024,3,13,23,17.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,17
2024,3,13,9,14.0,ZACATECAS,OAXACA,EARLY,0,21,0,0,21,25
2024,3,13,22,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,18,0,18,35
2024,3,13,9,17.0,ZACATECAS,OAXACA,DELAY,6,0,0,0,6,12
2024,3,13,5,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,7,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,6,12.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,9
2024,3,13,14,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,13,10,12.0,ZACATECAS,OAXACA,EARLY,0,25,0,0,25,25
2024,3,13,8,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,14,0,14,23
2024,3,13,10,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,4
2024,3,13,11,12.0,ZACATECAS,OAXACA,DELAY,17,0,0,0,17,28
2024,3,13,20,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,13,16,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,0,18.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,13,19,17.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,14,18.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,19
2024,3,13,10,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,22
2024,3,13,5,16.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,11,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,21,0,21,29
2024,3,13,7,14.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,13
2024,3,13,11,10.0,ZACATECAS,OAXACA,EARLY,0,24,0,0,24,38
2024,3,13,14,21.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,6
2024,3,13,18,17.0,ZACATECAS,OAXACA,EARLY,0,20,0,0,20,30
2024,3,13,13,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,6
2024,3,13,20,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,7
2024,3,13,7,15.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,8
2024,3,13,14,,ZACATECAS,OAXACA,CANCELLED,0,0,0,9,9,12
2024,3,13,23,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,13
2024,3,13,3,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,3
2024,3,13,14,12.0,ZACATECAS,OAXACA,EARLY,0,28,0,0,28,51
2024,3,13,16,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,10,0,10,17
2024,3,13,21,21.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,7
2024,3,13,2,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,0,17.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,13,17,9.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,6
2024,3,13,22,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,15,0,15,19
2024,3,13,11,13.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,8
2024,3,13,14,19.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,13
2024,3,13,9,22.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,10,17.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,5
2024,3,13,5,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,13,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,21,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,13,22,16.0,ZACATECAS,OAXACA,EARLY,0,27,0,0,27,44
2024,3,13,18,18.0,ZACATECAS,OAXACA,EARLY,0,21,0,0,21,42
2024,3,13,13,21.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,3
2024,3,13,0,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,13,10,15.0,ZACATECAS,OAXACA,EARLY,0,30,0,0,30,48
2024,3,13,7,17.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,22
2024,3,13,10,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,9,0,9,18
2024,3,13,19,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,12
2024,3,13,7,12.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,8
2024,3,13,13,12.0,ZACATECAS,OAXACA,EARLY,0,37,0,0,37,43
2024,3,13,8,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,13,7,19.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,5,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,5
2024,3,13,8,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,6,0,6,7
2024,3,13,7,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,7
2024,3,13,20,19.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,4
2024,3,13,1,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,5,17.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,12,15.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,21,16.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,6
2024,3,13,14,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,3
2024,3,13,0,12.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,7,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,13,10,11.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,4
2024,3,13,15,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,10,0,10,11
2024,3,13,13,16.0,ZACATECAS,OAXACA,EARLY,0,36,0,0,36,63
2024,3,13,10,9.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,13
2024,3,13,1,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,8,13.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,18
2024,3,13,20,17.0,ZACATECAS,OAXACA,EARLY,0,20,0,0,20,38
2024,3,13,11,19.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,12,9.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,4
2024,3,13,16,19.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,10
2024,3,13,14,17.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,2,12.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,13,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,18,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,14,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,18,0,18,21
2024,3,13,18,14.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,6,10.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,5
2024,3,13,2,18.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,18,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,10,14.0,ZACATECAS,OAXACA,DELAY,9,0,0,0,9,11
2024,3,13,16,16.0,ZACATECAS,OAXACA,EARLY,0,27,0,0,27,50
2024,3,13,23,8.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,3,20.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,13,19,12.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,11,12.0,ZACATECAS,OAXACA,EARLY,0,33,0,0,33,36
2024,3,13,10,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,11,0,11,22
2024,3,13,4,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,13,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,10
2024,3,13,10,10.0,ZACATECAS,OAXACA,EARLY,0,25,0,0,25,30
2024,3,13,12,16.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,13,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,17,0,17,30
2024,3,13,14,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,13,0,13,25
2024,3,13,22,19.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,8
2024,3,13,6,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,10,11.0,ZACATECAS,OAXACA,EARLY,0,25,0,0,25,45
2024,3,13,11,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,24
2024,3,13,16,17.0,ZACATECAS,OAXACA,EARLY,0,24,0,0,24,46
2024,3,13,23,22.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,9,9.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,7
2024,3,13,12,14.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,9,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,12
2024,3,13,23,18.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,17
2024,3,13,3,19.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,8,12.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,21,,ZACATECAS,OAXACA,CANCELLED,0,0,0,15,15,17
2024,3,13,11,16.0,ZACATECAS,OAXACA,EARLY,0,26,0,0,26,37
2024,3,13,0,21.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,13,11,19.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,4
2024,3,13,13,23.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,1,20.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,9,12.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,19,14.0,ZACATECAS,OAXACA,EARLY,0,37,0,0,37,39
2024,3,13,22,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,16
2024,3,13,20,9.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,3
2024,3,13,13,10.0,ZACATECAS,OAXACA,EARLY,0,20,0,0,20,31
2024,3,13,16,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,18,0,18,28
2024,3,13,19,13.0,ZACATECAS,OAXACA,EARLY,0,25,0,0,25,27
2024,3,13,11,16.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,4
2024,3,13,0,13.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,11
2024,3,13,1,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,3
2024,3,13,23,16.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,13,16,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,13,14,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,11
2024,3,13,18,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,9
2024,3,13,7,11.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,7
2024,3,13,20,20.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,13
2024,3,13,0,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,23,14.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,16,19.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,6,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,17,14.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,18,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,11,11.0,ZACATECAS,OAXACA,DELAY,7,0,0,0,7,8
2024,3,13,10,20.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,5,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,13,20,16.0,ZACATECAS,OAXACA,EARLY,0,23,0,0,23,45
2024,3,13,11,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,2,,ZACATECAS,OAXACA,CANCELLED,0,0,0,1,1,2
2024,3,13,11,13.0,ZACATECAS,OAXACA,ON_TIME,0,0,19,0,19,38
2024,3,13,22,14.0,ZACATECAS,OAXACA,EARLY,0,29,0,0,29,48
2024,3,13,22,15.0,ZACATECAS,OAXACA,EARLY,0,24,0,0,24,36
2024,3,13,14,13.0,ZACATECAS,OAXACA,EARLY,0,41,0,0,41,73
2024,3,13,7,16.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,12
2024,3,13,8,21.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,15,15.0,ZACATECAS,OAXACA,EARLY,0,27,0,0,27,32
2024,3,13,18,,ZACATECAS,OAXACA,CANCELLED,0,0,0,10,10,18
2024,3,13,9,12.0,ZACATECAS,OAXACA,EARLY,0,28,0,0,28,35
2024,3,13,21,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,16,0,16,29
2024,3,13,22,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,16,0,16,25
2024,3,13,21,15.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,7
2024,3,13,10,19.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,8
2024,3,13,14,23.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,6
2024,3,13,22,23.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,12,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,14,15.0,ZACATECAS,OAXACA,EARLY,0,36,0,0,36,60
2024,3,13,9,10.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,4
2024,3,13,11,14.0,ZACATECAS,OAXACA,EARLY,0,35,0,0,35,58
2024,3,13,9,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,21,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,15,0,15,30
2024,3,13,21,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,8,0,8,9
2024,3,13,22,11.0,ZACATECAS,OAXACA,EARLY,0,19,0,0,19,23
2024,3,13,11,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,10
2024,3,13,17,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,9,18.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,15
2024,3,13,19,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,4,0,4,4
2024,3,13,9,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,13,6,,ZACATECAS,OAXACA,CANCELLED,0,0,0,2,2,2
2024,3,13,12,9.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,13,7,13.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,10
2024,3,13,20,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,13,22,17.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,0,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,13,8,9.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,3
2024,3,13,5,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,9,19.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,13,15,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,13,0,13,26
2024,3,13,15,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,12
2024,3,13,3,13.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,8,17.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,12
2024,3,13,12,22.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,11,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,8
2024,3,13,0,11.0,ZACATECAS,OAXACA,EARLY,0,12,0,0,12,12
2024,3,13,10,12.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,3
2024,3,13,7,18.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,17,16.0,ZACATECAS,OAXACA,EARLY,0,16,0,0,16,30
2024,3,13,12,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,14
2024,3,13,12,10.0,ZACATECAS,OAXACA,EARLY,0,24,0,0,24,47
2024,3,13,16,11.0,ZACATECAS,OAXACA,ON_TIME,0,0,13,0,13,22
2024,3,13,20,15.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,0,12.0,ZACATECAS,OAXACA,EARLY,0,10,0,0,10,15
2024,3,13,23,9.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,13,16,,ZACATECAS,OAXACA,CANCELLED,0,0,0,17,17,23
2024,3,13,22,9.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,6
2024,3,13,6,14.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,6
2024,3,13,4,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,3
2024,3,13,7,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,16,14.0,ZACATECAS,OAXACA,EARLY,0,33,0,0,33,66
2024,3,13,17,20.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,13,7,19.0,ZACATECAS,OAXACA,EARLY,0,2,0,0,2,2
2024,3,13,17,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,14,0,14,20
2024,3,13,20,10.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,2
2024,3,13,17,19.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,21,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,13,13,14.0,ZACATECAS,OAXACA,ON_TIME,0,0,14,0,14,22
2024,3,13,10,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,11,0,11,11
2024,3,13,21,10.0,ZACATECAS,OAXACA,EARLY,0,29,0,0,29,44
2024,3,13,11,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,12,0,12,13
2024,3,13,12,18.0,ZACATECAS,OAXACA,EARLY,0,13,0,0,13,23
2024,3,13,1,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,7,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,4
2024,3,13,12,20.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,9,17.0,ZACATECAS,OAXACA,EARLY,0,9,0,0,9,9
2024,3,13,20,21.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,2
2024,3,13,5,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,2
2024,3,13,8,21.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,13,14.0,ZACATECAS,OAXACA,EARLY,0,29,0,0,29,32
2024,3,13,16,12.0,ZACATECAS,OAXACA,EARLY,0,34,0,0,34,57
2024,3,13,4,14.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,19,8.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,13,11.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,3
2024,3,13,15,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,15,0,15,27
2024,3,13,17,11.0,ZACATECAS,OAXACA,EARLY,0,37,0,0,37,63
2024,3,13,16,9.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,11
2024,3,13,7,10.0,ZACATECAS,OAXACA,EARLY,0,7,0,0,7,10
2024,3,13,15,17.0,ZACATECAS,OAXACA,EARLY,0,17,0,0,17,29
2024,3,13,10,13.0,ZACATECAS,OAXACA,EARLY,0,20,0,0,20,28
2024,3,13,0,16.0,ZACATECAS,OAXACA,EARLY,0,11,0,0,11,13
2024,3,13,11,13.0,ZACATECAS,OAXACA,EARLY,0,27,0,0,27,42
2024,3,13,11,10.0,ZACATECAS,OAXACA,ON_TIME,0,0,6,0,6,7
2024,3,13,9,,ZACATECAS,OAXACA,CANCELLED,0,0,0,9,9,18
2024,3,13,9,16.0,ZACATECAS,OAXACA,EARLY,0,8,0,0,8,16
2024,3,13,14,11.0,ZACATECAS,OAXACA,DELAY,4,0,0,0,4,5
2024,3,13,2,10.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,16,18.0,ZACATECAS,OAXACA,ON_TIME,0,0,7,0,7,9
2024,3,13,11,11.0,ZACATECAS,OAXACA,EARLY,0,26,0,0,26,28
2024,3,13,18,0.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,12,16.0,ZACATECAS,OAXACA,ON_TIME,0,0,11,0,11,15
2024,3,13,6,19.0,ZACATECAS,OAXACA,ON_TIME,0,0,1,0,1,1
2024,3,13,8,14.0,ZACATECAS,OAXACA,EARLY,0,16,0,0,16,28
2024,3,13,19,16.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,4
2024,3,13,8,17.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,1
2024,3,13,3,13.0,ZACATECAS,OAXACA,EARLY,0,4,0,0,4,7
2024,3,13,23,15.0,ZACATECAS,OAXACA,DELAY,3,0,0,0,3,4
2024,3,13,19,,ZACATECAS,OAXACA,CANCELLED,0,0,0,10,10,11
2024,3,13,13,20.0,ZACATECAS,OAXACA,EARLY,0,3,0,0,3,4
2024,3,13,20,12.0,ZACATECAS,OAXACA,EARLY,0,31,0,0,31,62
2024,3,13,6,15.0,ZACATECAS,OAXACA,ON_TIME,0,0,5,0,5,7
2024,3,13,12,12.0,ZACATECAS,OAXACA,ON_TIME,0,0,18,0,18,31
2024,3,13,3,16.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,12,20.0,ZACATECAS,OAXACA,EARLY,0,5,0,0,5,9
2024,3,13,20,10.0,ZACATECAS,OAXACA,EARLY,0,21,0,0,21,38
2024,3,13,11,9.0,ZACATECAS,OAXACA,DELAY,1,0,0,0,1,2
2024,3,13,16,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,3,0,3,4
2024,3,13,12,20.0,ZACATECAS,OAXACA,ON_TIME,0,0,2,0,2,2
2024,3,13,15,21.0,ZACATECAS,OAXACA,EARLY,0,6,0,0,6,11
2024,3,13,16,8.0,ZACATECAS,OAXACA,EARLY,0,1,0,0,1,1
2024,3,13,22,13.0,ZACATECAS,OAXACA,EARLY,0,27,0,0,27,32
2024,3,13,18,16.0,ZACATECAS,OAXACA,DELAY,2,0,0,0,2,4
2024,3,13,13,17.0,ZACATECAS,OAXACA,ON_TIME,0,0,11,0,11,22
