transactionid,date,year,month,quarter,productkey,geokey,channelkey,segmentkey,quantity,unitprice_usd,discount_pct,revenue_usd,revenue_local,currency,cogs_usd,margin_usd,margin_pct
24125,2022-08-03,2022,8,Q3,107,3,3,1,3,16.31,2.3,47.79,199125.0,COP,19.12,28.67,60.0
24453,2022-08-03,2022,8,Q3,207,2,4,4,1,106.56,3.3,103.06,515.3,BRL,28.86,74.2,72.0
2421,2022-08-03,2022,8,Q3,106,5,4,2,4,13.59,4.0,52.18,47436.36,CLP,18.78,33.4,64.0
21532,2022-08-03,2022,8,Q3,102,1,3,2,4,11.66,4.2,44.68,770.34,MXN,15.64,29.04,65.0
30364,2022-08-03,2022,8,Q3,307,1,5,5,4,31.81,3.9,122.34,2109.31,MXN,41.6,80.74,66.0
14898,2022-08-03,2022,8,Q3,408,4,4,3,2,95.96,2.0,188.15,69685.19,ARS,54.56,133.59,71.0
9674,2022-08-03,2022,8,Q3,111,1,1,1,2,16.55,0.5,32.94,567.93,MXN,11.86,21.08,64.0
23315,2022-08-03,2022,8,Q3,209,1,4,3,1,65.95,4.1,63.27,1090.86,MXN,18.98,44.29,70.0
25713,2022-08-03,2022,8,Q3,207,2,4,4,1,115.04,2.2,112.46,562.3,BRL,31.49,80.97,72.0
18537,2022-08-04,2022,8,Q3,210,3,4,3,1,51.23,3.7,49.31,205458.33,COP,15.78,33.53,68.0
3174,2022-08-04,2022,8,Q3,113,4,1,3,5,14.92,12.1,65.55,24277.78,ARS,26.22,39.33,60.0
27215,2022-08-04,2022,8,Q3,405,2,3,3,2,26.5,4.4,50.65,253.25,BRL,17.73,32.92,65.0
24642,2022-08-04,2022,8,Q3,110,3,4,2,3,13.71,4.2,39.4,164166.67,COP,14.97,24.43,62.0
1165,2022-08-04,2022,8,Q3,209,4,3,4,1,65.42,0.2,65.3,24185.19,ARS,19.59,45.71,70.0
6044,2022-08-04,2022,8,Q3,205,1,3,4,1,117.82,4.3,112.71,1943.28,MXN,31.56,81.15,72.0
14733,2022-08-04,2022,8,Q3,103,2,4,2,1,12.94,4.2,12.39,61.95,BRL,4.34,8.05,65.0
24269,2022-08-04,2022,8,Q3,407,2,3,6,2,16.67,2.7,32.42,162.1,BRL,12.0,20.42,63.0
18857,2022-08-04,2022,8,Q3,209,5,7,4,2,65.69,4.0,126.11,114645.45,CLP,37.83,88.28,70.0
19836,2022-08-04,2022,8,Q3,301,2,5,2,5,34.69,2.8,168.61,843.05,BRL,59.01,109.6,65.0
7295,2022-08-04,2022,8,Q3,103,3,7,2,2,12.6,2.3,24.61,102541.67,COP,8.61,16.0,65.0
14902,2022-08-04,2022,8,Q3,302,3,4,2,5,57.11,4.2,273.54,1139750.0,COP,90.27,183.27,67.0
668,2022-08-04,2022,8,Q3,205,1,7,4,3,116.39,1.8,342.94,5912.76,MXN,96.02,246.92,72.0
3211,2022-08-04,2022,8,Q3,108,1,3,2,3,9.9,0.4,29.59,510.17,MXN,10.36,19.23,65.0
11508,2022-08-04,2022,8,Q3,405,1,4,6,3,25.44,2.4,74.48,1284.14,MXN,26.07,48.41,65.0
210,2022-08-04,2022,8,Q3,401,1,6,6,2,32.65,13.9,56.21,969.14,MXN,20.24,35.97,64.0
3668,2022-08-04,2022,8,Q3,206,4,7,4,2,61.05,3.6,117.71,43596.3,ARS,35.31,82.4,70.0
3938,2022-08-04,2022,8,Q3,401,2,3,2,1,31.48,3.2,30.48,152.4,BRL,10.97,19.51,64.0
18320,2022-08-04,2022,8,Q3,108,2,2,2,5,10.34,1.6,50.89,254.45,BRL,17.81,33.08,65.0
24051,2022-08-04,2022,8,Q3,404,4,3,3,4,37.47,3.2,145.12,53748.15,ARS,49.34,95.78,66.0
21425,2022-08-04,2022,8,Q3,108,2,4,2,3,10.05,1.2,29.78,148.9,BRL,10.42,19.36,65.0
13009,2022-08-04,2022,8,Q3,401,1,3,6,2,32.17,3.8,61.93,1067.76,MXN,22.29,39.64,64.0
18575,2022-08-04,2022,8,Q3,308,3,3,5,4,26.93,4.1,103.3,430416.67,COP,36.15,67.15,65.0
13382,2022-08-04,2022,8,Q3,105,2,3,1,2,14.98,1.8,29.4,147.0,BRL,11.17,18.23,62.0
19308,2022-08-04,2022,8,Q3,403,1,4,2,4,23.0,3.6,88.68,1528.97,MXN,31.92,56.76,64.0
21663,2022-08-04,2022,8,Q3,406,2,6,3,5,18.47,9.2,83.88,419.4,BRL,31.87,52.01,62.0
21186,2022-08-04,2022,8,Q3,108,1,2,1,4,10.45,1.9,41.01,707.07,MXN,14.35,26.66,65.0
9510,2022-08-04,2022,8,Q3,201,4,4,4,2,85.04,1.9,166.87,61803.7,ARS,50.06,116.81,70.0
19102,2022-08-05,2022,8,Q3,207,1,4,3,2,108.81,3.2,210.58,3630.69,MXN,58.96,151.62,72.0
2808,2022-08-05,2022,8,Q3,110,3,7,2,5,13.91,2.1,68.06,283583.33,COP,25.86,42.2,62.0
16534,2022-08-05,2022,8,Q3,110,2,1,2,3,13.92,10.9,37.19,185.95,BRL,14.13,23.06,62.0
5344,2022-08-05,2022,8,Q3,403,4,4,6,2,25.0,1.3,49.33,18270.37,ARS,17.76,31.57,64.0
4481,2022-08-05,2022,8,Q3,111,1,1,1,4,17.67,11.8,62.31,1074.31,MXN,22.43,39.88,64.0
7973,2022-08-05,2022,8,Q3,105,3,4,1,5,15.65,2.6,76.24,317666.67,COP,28.97,47.27,62.0
29095,2022-08-05,2022,8,Q3,109,4,6,2,5,19.82,13.8,85.42,31637.04,ARS,31.61,53.81,63.0
22038,2022-08-05,2022,8,Q3,104,2,7,2,4,19.41,4.5,74.18,370.9,BRL,29.67,44.51,60.0
6735,2022-08-05,2022,8,Q3,107,3,1,1,1,16.62,4.6,15.85,66041.67,COP,6.34,9.51,60.0
4906,2022-08-05,2022,8,Q3,401,2,6,6,1,33.56,7.2,31.13,155.65,BRL,11.21,19.92,64.0
21805,2022-08-05,2022,8,Q3,206,1,3,4,2,62.75,3.9,120.65,2080.17,MXN,36.2,84.45,70.0
22263,2022-08-05,2022,8,Q3,307,3,4,5,2,31.52,1.0,62.41,260041.67,COP,21.22,41.19,66.0
24942,2022-08-05,2022,8,Q3,208,4,4,4,1,55.86,4.4,53.4,19777.78,ARS,17.09,36.31,68.0
10465,2022-08-05,2022,8,Q3,103,4,6,2,5,12.88,6.8,60.03,22233.33,ARS,21.01,39.02,65.0
22070,2022-08-05,2022,8,Q3,303,4,4,2,5,26.68,1.9,130.81,48448.15,ARS,45.78,85.03,65.0
8620,2022-08-05,2022,8,Q3,107,1,6,2,1,16.24,14.7,13.85,238.79,MXN,5.54,8.31,60.0
20572,2022-08-05,2022,8,Q3,402,5,4,6,4,27.15,2.1,106.35,96681.82,CLP,37.22,69.13,65.0
3222,2022-08-05,2022,8,Q3,402,1,6,3,2,27.62,3.0,53.6,924.14,MXN,18.76,34.84,65.0
3845,2022-08-05,2022,8,Q3,408,3,3,3,2,102.0,1.8,200.3,834583.33,COP,58.09,142.21,71.0
112,2022-08-05,2022,8,Q3,203,4,3,3,1,94.25,1.3,92.99,34440.74,ARS,26.04,66.95,72.0
12198,2022-08-05,2022,8,Q3,408,5,3,6,1,99.66,4.2,95.49,86809.09,CLP,27.69,67.8,71.0
13844,2022-08-05,2022,8,Q3,101,2,1,3,5,24.12,7.2,111.94,559.7,BRL,42.54,69.4,62.0
203,2022-08-05,2022,8,Q3,109,1,3,2,3,20.01,1.0,59.46,1025.17,MXN,22.0,37.46,63.0
11814,2022-08-05,2022,8,Q3,307,1,5,5,3,31.21,4.5,89.45,1542.24,MXN,30.41,59.04,66.0
17399,2022-08-05,2022,8,Q3,206,1,7,4,1,62.78,0.1,62.72,1081.38,MXN,18.82,43.9,70.0
4000,2022-08-05,2022,8,Q3,408,1,6,3,3,96.3,14.5,247.05,4259.48,MXN,71.64,175.41,71.0
27777,2022-08-05,2022,8,Q3,114,4,1,2,3,10.14,0.6,30.25,11203.7,ARS,9.68,20.57,68.0
10092,2022-08-05,2022,8,Q3,112,3,1,1,4,10.71,2.4,41.82,174250.0,COP,15.89,25.93,62.0
20756,2022-08-06,2022,8,Q3,306,4,4,2,5,37.13,4.2,177.84,65866.67,ARS,65.8,112.04,63.0
9652,2022-08-06,2022,8,Q3,408,1,4,2,1,97.61,2.4,95.3,1643.1,MXN,27.64,67.66,71.0
25714,2022-08-06,2022,8,Q3,106,1,6,1,4,13.25,12.3,46.46,801.03,MXN,16.73,29.73,64.0
21109,2022-08-06,2022,8,Q3,105,3,3,2,4,14.49,0.1,57.92,241333.33,COP,22.01,35.91,62.0
4255,2022-08-06,2022,8,Q3,114,3,1,2,3,9.71,9.6,26.35,109791.67,COP,8.43,17.92,68.0
23885,2022-08-06,2022,8,Q3,203,2,4,4,1,95.65,4.4,91.46,457.3,BRL,25.61,65.85,72.0
25459,2022-08-06,2022,8,Q3,101,2,1,3,3,23.95,12.4,62.95,314.75,BRL,23.92,39.03,62.0
26837,2022-08-06,2022,8,Q3,308,4,5,5,3,29.06,4.4,83.32,30859.26,ARS,29.16,54.16,65.0
7134,2022-08-06,2022,8,Q3,206,2,4,3,2,61.15,2.1,119.79,598.95,BRL,35.94,83.85,70.0
2131,2022-08-06,2022,8,Q3,110,2,7,1,3,14.32,2.3,41.98,209.9,BRL,15.95,26.03,62.0
23183,2022-08-06,2022,8,Q3,101,3,1,2,2,22.16,1.7,43.56,181500.0,COP,16.55,27.01,62.0
15313,2022-08-06,2022,8,Q3,109,2,3,2,3,20.4,3.0,59.38,296.9,BRL,21.97,37.41,63.0
11136,2022-08-06,2022,8,Q3,203,4,3,4,2,94.63,2.0,185.53,68714.81,ARS,51.95,133.58,72.0
28940,2022-08-06,2022,8,Q3,409,5,6,3,4,33.15,8.1,121.84,110763.64,CLP,43.86,77.98,64.0
24292,2022-08-06,2022,8,Q3,111,1,1,1,3,16.44,2.4,48.17,830.52,MXN,17.34,30.83,64.0
17812,2022-08-06,2022,8,Q3,107,3,4,2,3,16.38,1.2,48.55,202291.67,COP,19.42,29.13,60.0
24145,2022-08-06,2022,8,Q3,103,2,1,1,5,13.56,14.9,57.67,288.35,BRL,20.18,37.49,65.0
17413,2022-08-07,2022,8,Q3,112,1,1,2,5,10.46,5.5,49.44,852.41,MXN,18.79,30.65,62.0
24790,2022-08-07,2022,8,Q3,110,5,4,2,4,13.68,2.7,53.21,48372.73,CLP,20.22,32.99,62.0
19443,2022-08-07,2022,8,Q3,204,1,3,3,1,40.14,3.1,38.9,670.69,MXN,11.67,27.23,70.0
5851,2022-08-07,2022,8,Q3,101,3,1,2,4,22.83,9.2,82.91,345458.33,COP,31.51,51.4,62.0
30707,2022-08-07,2022,8,Q3,409,1,6,6,1,32.85,8.8,29.95,516.38,MXN,10.78,19.17,64.0
30047,2022-08-07,2022,8,Q3,108,1,3,2,1,10.08,2.2,9.85,169.83,MXN,3.45,6.4,65.0
354,2022-08-07,2022,8,Q3,403,2,4,3,2,24.25,4.3,46.41,232.05,BRL,16.71,29.7,64.0
16957,2022-08-07,2022,8,Q3,107,1,7,1,2,15.54,2.0,30.45,525.0,MXN,12.18,18.27,60.0
30797,2022-08-07,2022,8,Q3,106,4,4,2,4,13.07,1.4,51.55,19092.59,ARS,18.56,32.99,64.0
16587,2022-08-07,2022,8,Q3,405,4,3,3,3,25.76,1.2,76.34,28274.07,ARS,26.72,49.62,65.0
30462,2022-08-07,2022,8,Q3,305,5,5,2,4,23.1,0.8,91.66,83327.27,CLP,33.0,58.66,64.0
30491,2022-08-07,2022,8,Q3,303,4,5,2,3,25.79,4.7,73.73,27307.41,ARS,25.81,47.92,65.0
31923,2022-08-07,2022,8,Q3,101,1,6,2,2,21.92,11.1,38.97,671.9,MXN,14.81,24.16,62.0
14974,2022-08-07,2022,8,Q3,307,2,3,5,4,30.7,4.5,117.26,586.3,BRL,39.87,77.39,66.0
3729,2022-08-07,2022,8,Q3,210,4,3,4,3,49.63,2.2,145.68,53955.56,ARS,46.62,99.06,68.0
11934,2022-08-07,2022,8,Q3,202,3,3,4,1,52.88,2.1,51.79,215791.67,COP,16.57,35.22,68.0
7249,2022-08-07,2022,8,Q3,402,1,4,3,3,27.68,0.4,82.75,1426.72,MXN,28.96,53.79,65.0
4281,2022-08-07,2022,8,Q3,208,1,4,3,1,54.37,3.6,52.4,903.45,MXN,16.77,35.63,68.0
7397,2022-08-07,2022,8,Q3,112,3,4,2,4,10.61,3.0,41.16,171500.0,COP,15.64,25.52,62.0
16922,2022-08-07,2022,8,Q3,408,2,4,6,3,95.21,5.0,271.42,1357.1,BRL,78.71,192.71,71.0
9833,2022-08-07,2022,8,Q3,304,1,3,2,4,46.78,0.0,187.06,3225.17,MXN,71.08,115.98,62.0
28749,2022-08-07,2022,8,Q3,103,4,4,2,3,13.46,0.7,40.09,14848.15,ARS,14.03,26.06,65.0
19948,2022-08-07,2022,8,Q3,101,4,1,2,4,23.77,12.8,82.91,30707.41,ARS,31.51,51.4,62.0
2972,2022-08-07,2022,8,Q3,204,1,4,3,1,41.2,0.3,41.06,707.93,MXN,12.32,28.74,70.0
22047,2022-08-07,2022,8,Q3,103,2,3,2,4,13.12,1.2,51.84,259.2,BRL,18.14,33.7,65.0
2814,2022-08-07,2022,8,Q3,305,4,3,5,6,22.43,1.8,132.18,48955.56,ARS,47.58,84.6,64.0
3949,2022-08-07,2022,8,Q3,103,2,2,2,4,13.09,3.0,50.81,254.05,BRL,17.78,33.03,65.0
9358,2022-08-07,2022,8,Q3,208,2,4,4,2,54.13,4.7,103.18,515.9,BRL,33.02,70.16,68.0
22048,2022-08-07,2022,8,Q3,210,2,3,4,2,53.66,1.3,105.97,529.85,BRL,33.91,72.06,68.0
506,2022-08-07,2022,8,Q3,201,1,3,4,1,85.7,1.1,84.73,1460.86,MXN,25.42,59.31,70.0
27734,2022-08-07,2022,8,Q3,106,1,6,2,3,13.05,7.8,36.09,622.24,MXN,12.99,23.1,64.0
31530,2022-08-08,2022,8,Q3,110,3,7,3,6,14.25,0.3,85.29,355375.0,COP,32.41,52.88,62.0
21250,2022-08-08,2022,8,Q3,403,2,3,3,4,23.03,1.9,90.33,451.65,BRL,32.52,57.81,64.0
7944,2022-08-08,2022,8,Q3,304,3,5,5,4,43.88,3.8,168.89,703708.33,COP,64.18,104.71,62.0
5535,2022-08-08,2022,8,Q3,306,2,5,2,3,38.89,1.3,115.12,575.6,BRL,42.59,72.53,63.0
17760,2022-08-08,2022,8,Q3,109,5,4,2,4,20.81,1.4,82.05,74590.91,CLP,30.36,51.69,63.0
5745,2022-08-08,2022,8,Q3,108,2,4,1,2,9.96,3.0,19.32,96.6,BRL,6.76,12.56,65.0
31221,2022-08-08,2022,8,Q3,304,2,3,2,6,43.58,1.3,258.17,1290.85,BRL,98.1,160.07,62.0
24278,2022-08-08,2022,8,Q3,405,3,1,6,2,27.22,7.9,50.15,208958.33,COP,17.55,32.6,65.0
13739,2022-08-08,2022,8,Q3,102,5,1,3,1,12.15,3.6,11.71,10645.45,CLP,4.1,7.61,65.0
1213,2022-08-08,2022,8,Q3,206,2,3,3,1,65.81,3.2,63.72,318.6,BRL,19.12,44.6,70.0
24226,2022-08-08,2022,8,Q3,112,2,2,3,3,11.2,7.7,31.01,155.05,BRL,11.78,19.23,62.0
1381,2022-08-08,2022,8,Q3,113,3,2,2,2,14.93,1.7,29.35,122291.67,COP,11.74,17.61,60.0
22812,2022-08-08,2022,8,Q3,408,3,6,6,3,99.52,3.9,286.97,1195708.33,COP,83.22,203.75,71.0
25648,2022-08-08,2022,8,Q3,113,1,6,2,4,14.54,6.6,54.31,936.38,MXN,21.72,32.59,60.0
19965,2022-08-08,2022,8,Q3,106,4,7,2,3,12.64,4.9,36.06,13355.56,ARS,12.98,23.08,64.0
4369,2022-08-08,2022,8,Q3,203,4,3,4,2,98.71,0.8,195.76,72503.7,ARS,54.81,140.95,72.0
16933,2022-08-08,2022,8,Q3,307,4,5,5,5,31.45,2.6,153.16,56725.93,ARS,52.07,101.09,66.0
730,2022-08-08,2022,8,Q3,107,1,1,1,4,15.32,6.2,57.5,991.38,MXN,23.0,34.5,60.0
24080,2022-08-08,2022,8,Q3,112,1,1,1,4,11.16,4.7,42.52,733.1,MXN,16.16,26.36,62.0
22394,2022-08-08,2022,8,Q3,404,1,6,6,3,38.33,13.8,99.13,1709.14,MXN,33.7,65.43,66.0
5800,2022-08-08,2022,8,Q3,111,2,6,1,3,17.12,4.3,49.16,245.8,BRL,17.7,31.46,64.0
7742,2022-08-08,2022,8,Q3,207,2,3,4,3,107.3,4.5,307.51,1537.55,BRL,86.1,221.41,72.0
7645,2022-08-09,2022,8,Q3,101,4,6,1,5,22.73,8.2,104.33,38640.74,ARS,39.65,64.68,62.0
28431,2022-08-09,2022,8,Q3,114,1,6,2,2,9.85,1.1,19.48,335.86,MXN,6.23,13.25,68.0
11681,2022-08-09,2022,8,Q3,409,5,6,3,2,35.54,1.9,69.73,63390.91,CLP,25.1,44.63,64.0
11829,2022-08-09,2022,8,Q3,114,3,7,1,3,10.14,4.9,28.93,120541.67,COP,9.26,19.67,68.0
13367,2022-08-09,2022,8,Q3,110,1,3,3,3,14.01,3.9,40.4,696.55,MXN,15.35,25.05,62.0
19226,2022-08-09,2022,8,Q3,105,1,3,1,1,14.61,1.6,14.37,247.76,MXN,5.46,8.91,62.0
2069,2022-08-09,2022,8,Q3,106,2,1,2,2,13.58,14.3,23.27,116.35,BRL,8.38,14.89,64.0
11746,2022-08-09,2022,8,Q3,306,2,3,5,6,38.33,4.9,218.76,1093.8,BRL,80.94,137.82,63.0
3769,2022-08-09,2022,8,Q3,302,2,5,5,3,55.12,4.4,158.05,790.25,BRL,52.16,105.89,67.0
19593,2022-08-09,2022,8,Q3,107,2,1,1,4,15.89,13.5,54.97,274.85,BRL,21.99,32.98,60.0
13503,2022-08-09,2022,8,Q3,307,4,5,5,3,32.01,1.6,94.49,34996.3,ARS,32.13,62.36,66.0
8928,2022-08-09,2022,8,Q3,207,4,3,4,2,114.24,2.1,223.77,82877.78,ARS,62.66,161.11,72.0
731,2022-08-09,2022,8,Q3,102,2,6,3,3,11.81,8.9,32.28,161.4,BRL,11.3,20.98,65.0
7798,2022-08-09,2022,8,Q3,113,5,7,3,3,15.26,4.9,43.56,39600.0,CLP,17.42,26.14,60.0
30861,2022-08-09,2022,8,Q3,406,1,6,6,2,19.43,4.7,37.05,638.79,MXN,14.08,22.97,62.0
23791,2022-08-09,2022,8,Q3,306,5,3,5,5,36.72,1.0,181.68,165163.64,CLP,67.22,114.46,63.0
6368,2022-08-09,2022,8,Q3,109,1,2,2,5,19.59,5.5,92.54,1595.52,MXN,34.24,58.3,63.0
9309,2022-08-09,2022,8,Q3,304,2,5,2,4,46.42,0.2,185.23,926.15,BRL,70.39,114.84,62.0
27355,2022-08-09,2022,8,Q3,113,4,6,2,4,15.74,10.5,56.35,20870.37,ARS,22.54,33.81,60.0
4797,2022-08-09,2022,8,Q3,208,3,3,4,1,55.68,4.2,53.32,222166.67,COP,17.06,36.26,68.0
8765,2022-08-09,2022,8,Q3,402,2,1,6,4,27.89,5.2,105.72,528.6,BRL,37.0,68.72,65.0
5910,2022-08-09,2022,8,Q3,206,1,3,3,1,63.76,2.5,62.2,1072.41,MXN,18.66,43.54,70.0
21139,2022-08-09,2022,8,Q3,208,2,3,4,3,54.56,0.6,162.69,813.45,BRL,52.06,110.63,68.0
13097,2022-08-09,2022,8,Q3,305,1,3,2,5,21.72,0.3,108.25,1866.38,MXN,38.97,69.28,64.0
6763,2022-08-09,2022,8,Q3,105,2,4,2,3,14.45,0.9,42.93,214.65,BRL,16.31,26.62,62.0
6774,2022-08-09,2022,8,Q3,403,2,6,3,5,23.33,6.8,108.76,543.8,BRL,39.15,69.61,64.0
13671,2022-08-09,2022,8,Q3,407,4,4,2,1,17.41,5.0,16.55,6129.63,ARS,6.12,10.43,63.0
11335,2022-08-09,2022,8,Q3,301,2,5,5,5,34.68,0.7,172.17,860.85,BRL,60.26,111.91,65.0
18189,2022-08-09,2022,8,Q3,403,5,4,3,2,23.51,0.2,46.94,42672.73,CLP,16.9,30.04,64.0
19501,2022-08-10,2022,8,Q3,208,1,3,3,1,55.61,1.1,54.97,947.76,MXN,17.59,37.38,68.0
26800,2022-08-10,2022,8,Q3,404,2,1,6,1,37.38,7.8,34.48,172.4,BRL,11.72,22.76,66.0
3217,2022-08-10,2022,8,Q3,403,2,6,3,3,24.12,11.2,64.23,321.15,BRL,23.12,41.11,64.0
11485,2022-08-10,2022,8,Q3,110,4,4,2,2,13.67,4.6,26.07,9655.56,ARS,9.91,16.16,62.0
22154,2022-08-10,2022,8,Q3,204,4,4,3,2,40.92,0.3,81.57,30211.11,ARS,24.47,57.1,70.0
16975,2022-08-10,2022,8,Q3,405,4,1,6,3,25.79,11.1,68.79,25477.78,ARS,24.08,44.71,65.0
8997,2022-08-10,2022,8,Q3,113,2,2,2,5,15.29,11.3,67.81,339.05,BRL,27.12,40.69,60.0
20077,2022-08-10,2022,8,Q3,210,1,4,4,1,52.86,4.6,50.45,869.83,MXN,16.14,34.31,68.0
1868,2022-08-10,2022,8,Q3,408,2,4,2,2,98.64,3.3,190.76,953.8,BRL,55.32,135.44,71.0
30382,2022-08-10,2022,8,Q3,303,4,3,2,4,26.01,1.0,103.04,38162.96,ARS,36.06,66.98,65.0
23554,2022-08-10,2022,8,Q3,205,4,7,4,3,113.94,4.5,326.43,120900.0,ARS,91.4,235.03,72.0
5011,2022-08-10,2022,8,Q3,101,2,4,2,3,23.12,2.7,67.49,337.45,BRL,25.65,41.84,62.0
18391,2022-08-10,2022,8,Q3,206,3,4,3,2,65.05,2.0,127.46,531083.33,COP,38.24,89.22,70.0
17727,2022-08-10,2022,8,Q3,113,3,7,1,4,14.6,0.2,58.28,242833.33,COP,23.31,34.97,60.0
10741,2022-08-10,2022,8,Q3,101,3,4,3,5,23.31,1.4,114.9,478750.0,COP,43.66,71.24,62.0
28690,2022-08-11,2022,8,Q3,205,2,3,4,1,114.45,1.0,113.37,566.85,BRL,31.74,81.63,72.0
10703,2022-08-11,2022,8,Q3,203,5,3,4,1,92.41,1.9,90.64,82400.0,CLP,25.38,65.26,72.0
20439,2022-08-11,2022,8,Q3,113,1,7,2,3,15.3,3.6,44.25,762.93,MXN,17.7,26.55,60.0
2128,2022-08-11,2022,8,Q3,407,1,1,2,2,16.96,11.9,29.9,515.52,MXN,11.06,18.84,63.0
28833,2022-08-11,2022,8,Q3,401,1,4,3,1,33.23,3.2,32.15,554.31,MXN,11.57,20.58,64.0
2053,2022-08-11,2022,8,Q3,107,2,7,2,6,15.3,0.1,91.67,458.35,BRL,36.67,55.0,60.0
16492,2022-08-11,2022,8,Q3,111,2,3,2,2,16.48,2.2,32.24,161.2,BRL,11.61,20.63,64.0
2778,2022-08-11,2022,8,Q3,205,2,3,4,1,118.49,0.1,118.38,591.9,BRL,33.15,85.23,72.0
5277,2022-08-11,2022,8,Q3,402,2,6,2,6,29.12,1.5,172.09,860.45,BRL,60.23,111.86,65.0
25101,2022-08-11,2022,8,Q3,101,2,1,2,5,22.68,14.4,97.12,485.6,BRL,36.91,60.21,62.0
3225,2022-08-11,2022,8,Q3,206,4,3,4,1,66.86,3.1,64.79,23996.3,ARS,19.44,45.35,70.0
9955,2022-08-11,2022,8,Q3,114,4,4,2,3,10.41,0.8,30.98,11474.07,ARS,9.91,21.07,68.0
27861,2022-08-11,2022,8,Q3,205,2,3,3,1,116.13,2.5,113.18,565.9,BRL,31.69,81.49,72.0
5035,2022-08-11,2022,8,Q3,405,2,6,6,2,25.03,13.4,43.33,216.65,BRL,15.17,28.16,65.0
10966,2022-08-11,2022,8,Q3,205,1,7,4,2,115.37,2.5,224.95,3878.45,MXN,62.99,161.96,72.0
959,2022-08-11,2022,8,Q3,107,4,4,2,3,16.39,2.5,47.96,17762.96,ARS,19.18,28.78,60.0
12647,2022-08-11,2022,8,Q3,201,2,4,4,1,83.66,1.0,82.83,414.15,BRL,24.85,57.98,70.0
4915,2022-08-11,2022,8,Q3,102,2,4,1,4,11.87,4.6,45.3,226.5,BRL,15.85,29.45,65.0
24153,2022-08-11,2022,8,Q3,210,1,3,3,2,49.47,2.2,96.8,1668.97,MXN,30.98,65.82,68.0
11059,2022-08-12,2022,8,Q3,109,4,6,1,2,20.21,3.0,39.19,14514.81,ARS,14.5,24.69,63.0
17927,2022-08-12,2022,8,Q3,407,2,1,2,1,16.22,1.2,16.02,80.1,BRL,5.93,10.09,63.0
10335,2022-08-12,2022,8,Q3,107,5,1,2,2,16.62,0.6,33.03,30027.27,CLP,13.21,19.82,60.0
2634,2022-08-12,2022,8,Q3,302,5,3,2,6,59.96,1.4,354.65,322409.09,CLP,117.03,237.62,67.0
16935,2022-08-12,2022,8,Q3,205,1,4,4,1,113.73,3.7,109.58,1889.31,MXN,30.68,78.9,72.0
1088,2022-08-12,2022,8,Q3,306,2,4,5,4,37.07,1.6,145.92,729.6,BRL,53.99,91.93,63.0
26154,2022-08-12,2022,8,Q3,308,4,5,2,3,29.25,2.9,85.23,31566.67,ARS,29.83,55.4,65.0
5729,2022-08-12,2022,8,Q3,304,3,5,5,3,43.34,3.6,125.31,522125.0,COP,47.62,77.69,62.0
7545,2022-08-12,2022,8,Q3,209,1,3,3,3,67.64,4.7,193.33,3333.28,MXN,58.0,135.33,70.0
16927,2022-08-12,2022,8,Q3,406,3,6,3,2,19.03,11.1,33.84,141000.0,COP,12.86,20.98,62.0
5811,2022-08-12,2022,8,Q3,108,1,4,2,2,9.92,1.5,19.54,336.9,MXN,6.84,12.7,65.0
5678,2022-08-12,2022,8,Q3,402,3,6,2,3,28.5,1.2,84.46,351916.67,COP,29.56,54.9,65.0
2392,2022-08-12,2022,8,Q3,408,2,1,6,1,97.88,10.8,87.26,436.3,BRL,25.31,61.95,71.0
18154,2022-08-12,2022,8,Q3,209,1,4,4,1,67.01,0.9,66.43,1145.34,MXN,19.93,46.5,70.0
25660,2022-08-12,2022,8,Q3,204,2,3,4,1,42.75,3.3,41.34,206.7,BRL,12.4,28.94,70.0
28049,2022-08-12,2022,8,Q3,206,4,4,4,1,61.08,0.8,60.6,22444.44,ARS,18.18,42.42,70.0
11050,2022-08-12,2022,8,Q3,408,1,1,3,2,95.82,7.6,177.01,3051.9,MXN,51.33,125.68,71.0
19071,2022-08-12,2022,8,Q3,304,3,5,5,3,46.6,1.8,137.28,572000.0,COP,52.17,85.11,62.0
6842,2022-08-12,2022,8,Q3,107,2,4,2,2,15.61,0.7,31.02,155.1,BRL,12.41,18.61,60.0
18238,2022-08-12,2022,8,Q3,102,5,4,2,6,11.73,3.1,68.21,62009.09,CLP,23.87,44.34,65.0
6247,2022-08-12,2022,8,Q3,104,3,6,1,4,19.55,11.9,68.88,287000.0,COP,27.55,41.33,60.0
1401,2022-08-12,2022,8,Q3,103,3,4,3,3,13.3,3.2,38.64,161000.0,COP,13.52,25.12,65.0
15575,2022-08-12,2022,8,Q3,307,3,5,2,7,32.93,2.2,225.49,939541.67,COP,76.67,148.82,66.0
26941,2022-08-12,2022,8,Q3,109,1,3,1,4,19.26,4.3,73.73,1271.21,MXN,27.28,46.45,63.0
31627,2022-08-12,2022,8,Q3,209,1,4,4,1,69.66,4.7,66.42,1145.17,MXN,19.93,46.49,70.0
28260,2022-08-12,2022,8,Q3,308,1,3,5,4,27.19,4.5,103.86,1790.69,MXN,36.35,67.51,65.0
28515,2022-08-12,2022,8,Q3,111,1,4,3,3,17.6,3.5,50.94,878.28,MXN,18.34,32.6,64.0
10496,2022-08-12,2022,8,Q3,304,2,5,2,7,44.63,4.5,298.42,1492.1,BRL,113.4,185.02,62.0
