Date,Campaign_New,Canal,Spend,Impressions,Clicks,Engagements,LinkClicks,VideoViews
2024-12-03,Campaign_25,Google Ads,5181.979132,1072054,2359,214780.0,,202900.0
2024-12-03,Campaign_19,Meta,3528.43,253642,20364,57057.0,16427.0,
2024-12-03,Campaign_18,Meta,4614.93,751238,27746,408615.0,9.0,
2024-12-03,Campaign_16,Meta,10931.37,1014539,35832,197423.0,28127.0,
2024-12-03,Campaign_63,YouTube,10402.18095,1331426,203,179559.0,,179484.0
2024-12-03,Campaign_30,Google Ads,3452.015062,97377,1,0.0,,0.0
2024-12-03,Campaign_44,TikTok,16165.63,2408320,8889,,,460058.0
2024-12-03,Campaign_43,TikTok,3422.14,381115,2129,,,20233.0
2024-12-03,Campaign_29,Google Ads,3672.735768,301616,974,155418.0,,131334.0
2024-12-03,Campaign_8,DV360,2605.818931,105732,1481,0.0,,0.0
2024-12-03,Campiagn_14,Meta,3726.69,941742,4208,1699.0,1545.0,
2024-12-03,Campaign_65,YouTube,3126.939016,578435,215,12779.0,,11011.0
2024-12-03,Campaign_63,YouTube,13400.659232,1187156,1049,1111286.0,,1111326.0
2024-12-03,Campaign_50,TikTok,3187.489999,463318,1933,,,74080.0
2024-12-03,Campaign_6,DV360,3626.14655,287590,1098,0.0,,0.0
2024-12-03,Campaign_11,Meta,3287.49,42587,272,3102.0,156.0,
2024-12-03,Campaign_12,Meta,1905.07,369191,465,15497.0,249.0,
2024-12-03,Campaign_15,Meta,4303.31,435924,22754,87694.0,19069.0,
2024-12-03,Campaign_60,YouTube,26936.729283,2538227,1676,628874.0,,600919.0
2024-12-03,Campaign_25,Google Ads,5817.873178,424944,143,133018.0,,120096.0
2024-12-03,Campaign_15,Meta,8488.6,1219036,1701,65741.0,990.0,
2024-12-03,Campiagn_14,Meta,3559.23,386098,9692,56108.0,7496.0,
2024-12-03,Campaign_54,TikTok,4228.98,288721,1025,,,156758.0
2024-12-03,Campaign_12,Meta,8402.549999,1212793,1901,30052.0,1503.0,
2024-12-03,Campaign_11,Meta,3299.37,261106,964,16716.0,223.0,
2024-12-02,Campaign_12,Meta,30000.0,5978933,6375,359951.0,2003.0,
2024-12-02,Campiagn_14,Meta,12631.94,456983,16794,75753.0,11447.0,
2024-12-02,Campaign_16,Meta,10931.62,1094463,38230,211325.0,30021.0,
2024-12-02,Campaign_12,Meta,2782.49,427087,656,8844.0,508.0,
2024-12-02,Campaign_15,Meta,8010.96,1596049,1975,90963.0,477.0,
2024-12-02,Campaign_29,Google Ads,3560.045342,150212,564,61084.0,,50825.0
2024-12-02,Campaign_27,Google Ads,6357.821135,220988,54,0.0,,0.0
2024-12-02,Campaign_54,TikTok,4464.18,195576,481,,,105334.0
2024-12-02,Campaign_62,YouTube,3787.53136,262427,86,248768.0,,248780.0
2024-12-02,Campaign_30,Google Ads,3457.857736,97542,0,0.0,,0.0
2024-12-02,Campaign_18,Meta,2765.44,423225,17776,248584.0,3.0,
2024-12-02,Campiagn_14,Meta,9864.84,2408489,3422,90032.0,462.0,
2024-12-02,Campaign_43,TikTok,2309.41,574530,1063,,,5950.0
2024-12-02,Campaign_19,Meta,4096.569999,252073,20516,68137.0,16831.0,
2024-12-02,Campaign_44,TikTok,15854.68,2288705,7511,,,450511.0
2024-12-02,Campaign_63,YouTube,9910.429292,947927,371,232988.0,,234668.0
2024-12-02,Campaign_63,YouTube,13394.205715,1069167,877,1045585.0,,1045662.0
2024-12-02,Campaign_11,Meta,2462.74,71269,290,3854.0,145.0,
2024-12-02,Campiagn_14,Meta,3898.59,919000,3816,1577.0,1426.0,
2024-12-02,Campaign_60,YouTube,27056.528952,2668676,798,611454.0,,582470.0
2024-12-02,Campaign_65,YouTube,3237.437987,638540,427,14668.0,,12659.0
2024-12-02,Campiagn_14,Meta,12502.5,256256,5694,38259.0,3080.0,
2024-12-02,Campaign_16,Meta,6230.55,422806,25037,87882.0,21562.0,
2024-12-02,Campaign_25,Google Ads,5861.369411,384386,211,104844.0,,94092.0
2024-12-02,Campaign_29,Google Ads,8508.940019,1095757,1747,190098.0,,179284.0
2024-12-02,Campaign_6,DV360,3751.939533,288282,1070,0.0,,0.0
2024-12-02,Campaign_29,Google Ads,3673.941635,698043,11297,69.0,,0.0
2024-12-02,Campaign_17,Meta,16915.05,1041562,4155,77931.0,3890.0,
2024-12-02,Campaign_43,TikTok,3439.13,357922,2530,,,21023.0
2024-12-02,Campaign_15,Meta,543.78,37313,490,18304.0,1.0,
2024-12-02,Campaign_8,DV360,2612.621975,92066,1720,0.0,,0.0
2024-12-02,Campaign_25,Google Ads,5368.45048,1000679,2226,166560.0,,156242.0
2024-12-02,Campaign_26,Google Ads,2866.616993,156914,104,53520.0,,52571.0
2024-12-02,Campaign_15,Meta,8237.42,1121808,1560,57726.0,948.0,
2024-12-02,Campaign_15,Meta,7953.83,1603499,2412,103148.0,509.0,
2024-12-02,Campaign_26,Google Ads,14940.791872,4100209,9105,924393.0,,909415.0
2024-12-02,Campaign_50,TikTok,3183.06,421320,1950,,,72218.0
2024-12-02,Campaign_11,Meta,3629.58,380240,815,5620.0,420.0,
2024-12-02,Campaign_13,Meta,6818.05,997470,1240,32024.0,770.0,
2024-12-02,Campaign_11,Meta,3721.89,279561,999,16019.0,224.0,
2024-12-01,Campaign_16,Meta,12179.69,1090095,45242,223781.0,35316.0,
2024-12-01,Campaign_27,Google Ads,6371.408309,221460,99,0.0,,0.0
2024-12-01,Campaign_11,Meta,3689.62,411062,842,5403.0,502.0,
2024-12-01,Campaign_19,Meta,4181.42,248791,15814,71109.0,13217.0,
2024-12-01,Campaign_30,Google Ads,3420.998728,96502,56,0.0,,0.0
2024-12-01,Campaign_17,Meta,17318.45,961003,3606,72757.0,3357.0,
2024-12-01,Campaign_15,Meta,8589.23,1817486,2427,119928.0,613.0,
2024-12-01,Campaign_44,TikTok,15297.75,2460647,9078,,,479977.0
2024-12-01,Campiagn_14,Meta,13055.14,422582,18517,77351.0,12386.0,
2024-12-01,Campaign_8,DV360,2604.812813,89653,1710,0.0,,0.0
2024-12-01,Campiagn_14,Meta,12689.27,195711,5480,33274.0,2633.0,
2024-12-01,Campaign_62,YouTube,3575.21332,308405,67,300846.0,,300856.0
2024-12-01,Campaign_11,Meta,2546.29,113755,367,4961.0,194.0,
2024-12-01,Campiagn_14,Meta,10661.97,2725416,3785,126123.0,567.0,
2024-12-01,Campaign_54,TikTok,4649.69,188832,6376,,,72414.0
2024-12-01,Campaign_16,Meta,6456.27,429486,25487,86332.0,21778.0,
2024-12-01,Campaign_43,TikTok,3188.3,385776,3073,,,22223.0
2024-12-01,Campaign_65,YouTube,2894.069788,420234,149,14379.0,,12511.0
2024-12-01,Campaign_15,Meta,8504.52,1221318,1548,49262.0,1035.0,
2024-12-01,Campaign_6,DV360,3690.831015,324206,1019,0.0,,0.0
2024-12-01,Campaign_63,YouTube,13357.343297,904262,1325,866005.0,,865962.0
2024-12-01,Campaign_50,TikTok,2276.65,325167,1432,,,51591.0
2024-12-01,Campaign_25,Google Ads,5431.718977,399931,100,136019.0,,119077.0
2024-12-01,Campaign_13,Meta,7060.64,1076041,1310,28946.0,775.0,
2024-12-01,Campaign_15,Meta,8421.75,1832430,2938,152396.0,712.0,
2024-12-01,Campaign_60,YouTube,25652.893811,2166657,1368,647099.0,,629084.0
2024-12-01,Campaign_11,Meta,2825.36,149695,733,9525.0,191.0,
2024-12-01,Campiagn_14,Meta,3267.13,774052,2735,1211.0,1055.0,
2024-12-01,Campaign_25,Google Ads,5110.336011,953013,2234,314699.0,,295556.0
2024-12-01,Campaign_29,Google Ads,3511.686397,756204,11086,24.0,,0.0
2024-11-30,Campaign_11,Meta,3596.0,334986,709,3805.0,405.0,
2024-11-30,Campiagn_14,Meta,13077.67,1878719,4451,84646.0,2640.0,
2024-11-30,Campiagn_14,Meta,6053.15,919445,1220,42074.0,518.0,
2024-11-30,Campaign_43,TikTok,7752.04,491196,1883,,,25330.0
2024-11-30,Campiagn_14,Meta,106908.35,13236402,28352,581573.0,9671.0,
2024-11-30,Campaign_15,Meta,5741.98,962216,1493,77104.0,347.0,
2024-11-30,Campaign_62,YouTube,7452.370662,473829,129,460233.0,,460214.0
2024-11-30,Campaign_12,Meta,5795.85,728328,1208,24976.0,880.0,
2024-11-30,Campaign_50,TikTok,5551.29,773527,5264,,,398345.0
2024-11-30,Campaign_19,Meta,7385.0,261483,21228,126000.0,18549.0,
2024-11-30,Campaign_15,Meta,5771.31,612195,745,32903.0,557.0,
2024-11-30,Campaign_17,Meta,52908.97,3493659,9083,192265.0,8501.0,
2024-11-30,Campiagn_14,Meta,5836.02,759641,2253,73523.0,884.0,
2024-11-30,Campaign_25,Google Ads,5226.117084,1105818,2738,252124.0,,238854.0
2024-11-30,Campiagn_14,Meta,35591.49,4344142,6615,309047.0,1556.0,
2024-11-30,Campaign_65,YouTube,19379.259569,2156883,2756,74514.0,,67273.0
2024-11-30,Campaign_25,Google Ads,14825.086941,868969,209,249756.0,,221741.0
2024-11-30,Campaign_53,TikTok,4177.26,273082,21651,,,84908.0
2024-11-30,Campaign_46,TikTok,32207.47,903349,4194,,,68049.0
2024-11-30,Campaign_18,Meta,1928.34,101849,1356,34745.0,4.0,
2024-11-30,Campaign_25,Google Ads,27737.231006,3317780,156,162522.0,,154303.0
2024-11-30,Campaign_29,Google Ads,6512.692446,970132,15714,138.0,,0.0
2024-11-30,Campaign_65,YouTube,72765.133953,8554804,11021,229884.0,,204597.0
2024-11-30,Campaign_11,Meta,3425.46,54928,277,3297.0,176.0,
2024-11-30,Campaign_44,TikTok,11149.55,1076982,5923,,,236066.0
2024-11-30,Campiagn_14,Meta,3553.3,658264,2368,958.0,868.0,
2024-11-30,Campaign_8,DV360,2590.632222,81030,1390,0.0,,0.0
2024-11-30,Campaign_15,Meta,5859.74,936920,1235,69359.0,334.0,
2024-11-30,Campaign_6,DV360,8254.509362,656037,2096,0.0,,0.0
2024-11-30,Campaign_50,TikTok,3613.76,305806,1830,,,51355.0
2024-11-30,Campaign_65,YouTube,3059.899992,370929,163,13780.0,,11690.0
2024-11-30,Campaign_11,Meta,4154.64,180963,901,12730.0,204.0,
2024-11-30,Campaign_29,Google Ads,11799.574293,1301791,2523,168085.0,,168091.0
2024-11-30,Campaign_23,Meta,43496.95,2189644,101483,392892.0,82159.0,
2024-11-30,Campaign_13,Meta,9968.12,1057734,1433,39801.0,779.0,
2024-11-30,Campaign_25,Google Ads,14795.584525,1885460,33493,1.0,,0.0
2024-11-29,Campaign_29,Google Ads,6571.508782,999382,15623,195.0,,0.0
2024-11-29,Campaign_46,TikTok,29825.56,829871,3883,,,58927.0
2024-11-29,Campaign_19,Meta,7872.71,283026,22875,130291.0,19629.0,
2024-11-29,Campaign_17,Meta,56267.88,3595253,9938,213306.0,9227.0,
2024-11-29,Campaign_65,YouTube,72930.620233,7056172,7425,396669.0,,364249.0
2024-11-29,Campaign_25,Google Ads,5230.705656,1153720,2674,230814.0,,219588.0
2024-11-29,Campiagn_14,Meta,111516.76,14560224,31665,626524.0,10550.0,
2024-11-29,Campaign_65,YouTube,19398.830001,2158829,2041,90572.0,,81050.0
2024-11-29,Campiagn_14,Meta,3962.2,729266,3109,1197.0,1097.0,
2024-11-29,Campaign_15,Meta,5313.72,917231,1351,50821.0,240.0,
2024-11-29,Campaign_11,Meta,3844.35,217341,1056,14701.0,266.0,
2024-11-29,Campiagn_14,Meta,20012.55,2454254,3582,185399.0,833.0,
2024-11-29,Campaign_44,TikTok,11281.06,1064549,6112,,,241948.0
2024-11-29,Campaign_53,TikTok,4741.48,305673,20894,,,106039.0
2024-11-29,Campiagn_14,Meta,6675.76,959632,1286,45073.0,575.0,
2024-11-29,Campaign_15,Meta,5229.63,582572,745,33385.0,520.0,
2024-11-29,Campaign_13,Meta,9340.42,943426,1312,35505.0,776.0,
2024-11-29,Campaign_15,Meta,5198.72,836962,1173,51263.0,215.0,
2024-11-29,Campaign_25,Google Ads,14880.299051,1087921,271,198564.0,,178097.0
2024-11-29,Campiagn_14,Meta,14087.15,1982071,5025,93217.0,3006.0,
2024-11-29,Campaign_18,Meta,2078.23,108401,1688,36074.0,7.0,
2024-11-29,Campaign_12,Meta,5837.73,744466,1153,26062.0,863.0,
2024-11-29,Campaign_50,TikTok,3607.19,290689,1690,,,50104.0
2024-11-29,Campaign_65,YouTube,3060.295567,393327,216,10515.0,,8721.0
2024-11-29,Campaign_43,TikTok,7702.47,461332,1762,,,25743.0
2024-11-29,Campaign_62,YouTube,7451.253116,445271,108,430750.0,,430718.0
2024-11-29,Campaign_25,Google Ads,12033.05203,1476841,190,49050.0,,46668.0
2024-11-29,Campaign_25,Google Ads,14807.903217,1981490,34125,1.0,,0.0
2024-11-29,Campaign_50,TikTok,5446.03,639964,4017,,,320236.0
2024-11-29,Campaign_6,DV360,7858.873834,613245,2158,0.0,,0.0
2024-11-29,Campiagn_14,Meta,6278.93,730958,1962,68614.0,901.0,
2024-11-29,Campaign_23,Meta,43908.24,2173170,111525,413336.0,89846.0,
2024-11-29,Campaign_29,Google Ads,12700.962008,1667222,3597,243487.0,,243511.0
2024-11-29,Campaign_11,Meta,3724.26,64824,321,3709.0,175.0,
2024-11-28,Campiagn_14,Meta,6808.51,1039684,1365,50563.0,599.0,
2024-11-28,Campaign_65,YouTube,23098.208917,2217418,1752,138905.0,,130239.0
2024-11-28,Campaign_17,Meta,57991.64,3898804,10774,253888.0,9969.0,
2024-11-28,Campaign_65,YouTube,3239.757077,500662,281,9723.0,,7926.0
2024-11-28,Campaign_13,Meta,10246.29,1122170,1608,44874.0,968.0,
2024-11-28,Campaign_46,TikTok,31268.23,870012,3858,,,70170.0
2024-11-28,Campiagn_14,Meta,4015.04,795966,3804,1525.0,1424.0,
2024-11-28,Campaign_25,Google Ads,6263.862602,1203666,2706,297821.0,,283607.0
2024-11-28,Campaign_12,Meta,6233.17,805087,1270,27569.0,964.0,
2024-11-28,Campaign_65,YouTube,72900.631554,7854153,4876,425818.0,,402762.0
2024-11-28,Campaign_44,TikTok,11004.6,1173652,6202,,,268258.0
2024-11-28,Campaign_15,Meta,5931.37,1018734,1381,43286.0,178.0,
2024-11-28,Campaign_29,Google Ads,14381.113453,1621228,3440,334355.0,,334352.0
2024-11-28,Campaign_19,Meta,7935.36,317035,24869,144124.0,21216.0,
2024-11-28,Campaign_6,DV360,7426.076673,696147,1882,0.0,,0.0
2024-11-28,Campaign_15,Meta,5948.57,1122032,1756,53325.0,271.0,
2024-11-28,Campaign_11,Meta,3689.86,263041,1190,17077.0,267.0,
2024-11-28,Campaign_29,Google Ads,6607.349515,614899,17169,33.0,,0.0
2024-11-28,Campaign_25,Google Ads,16917.598631,1938162,42057,0.0,,0.0
2024-11-28,Campaign_43,TikTok,7157.75,481293,1966,,,26208.0
2024-11-28,Campiagn_14,Meta,14508.49,2156021,5566,105812.0,3443.0,
2024-11-28,Campiagn_14,Meta,6491.69,788767,1879,63241.0,959.0,
2024-11-28,Campaign_50,TikTok,5449.37,576573,3794,,,151879.0
2024-11-28,Campaign_15,Meta,5912.8,730353,945,42608.0,626.0,
2024-11-28,Campaign_18,Meta,2074.86,122280,2013,40552.0,4.0,
2024-11-28,Campaign_62,YouTube,7960.305278,480800,133,464559.0,,464561.0
2024-11-28,Campaign_50,TikTok,3586.66,326726,1645,,,54164.0
2024-11-28,Campaign_25,Google Ads,17041.489268,962281,348,303895.0,,270990.0
2024-11-28,Campaign_11,Meta,3935.85,50112,285,3202.0,162.0,
2024-11-28,Campiagn_14,Meta,112743.59,16220505,37660,744323.0,12789.0,
2024-11-28,Campaign_23,Meta,47713.4,2449492,127101,485328.0,99020.0,
2024-11-28,Campaign_53,TikTok,5344.29,201636,24166,,,83115.0
2024-11-27,Campaign_29,Google Ads,13917.217547,2182504,5781,136408.0,,136400.0
2024-11-27,Campaign_62,YouTube,7710.394083,486991,111,470756.0,,470778.0
2024-11-27,Campaign_29,Google Ads,6400.451445,503752,17279,111.0,,0.0
2024-11-27,Campaign_65,YouTube,22567.836963,2323842,1586,122144.0,,115803.0
2024-11-27,Campaign_13,Meta,9993.04,1096767,1483,40286.0,935.0,
2024-11-27,Campaign_15,Meta,5911.69,1033998,1433,43340.0,206.0,
2024-11-27,Campaign_50,TikTok,11144.22,1143824,7874,,,307588.0
2024-11-27,Campaign_65,YouTube,3292.579834,479254,246,10361.0,,8912.0
2024-11-27,Campaign_43,TikTok,7378.87,468302,1749,,,22608.0
2024-11-27,Campaign_15,Meta,5910.4,768068,1029,42607.0,623.0,
2024-11-27,Campaign_50,TikTok,3622.03,333488,1561,,,51636.0
2024-11-27,Campaign_25,Google Ads,16514.541804,960350,470,269542.0,,237587.0
2024-11-27,Campaign_46,TikTok,30778.65,856390,3956,,,73928.0
2024-11-27,Campiagn_14,Meta,3948.13,772407,3635,1472.0,1360.0,
2024-11-27,Campiagn_14,Meta,6311.3,756158,1711,57967.0,907.0,
2024-11-27,Campaign_25,Google Ads,16361.607951,1684656,45485,0.0,,0.0
2024-11-27,Campaign_53,TikTok,5927.41,173105,23648,,,85277.0
2024-11-27,Campaign_11,Meta,3571.0,310601,1507,19159.0,284.0,
2024-11-27,Campiagn_14,Meta,14159.92,2115118,4903,97612.0,2841.0,
2024-11-27,Campaign_15,Meta,5992.05,1128799,1711,52017.0,241.0,
2024-11-27,Campaign_65,YouTube,72636.819581,6805566,4615,581996.0,,566097.0
2024-11-27,Campaign_25,Google Ads,6181.815423,1142648,2520,242972.0,,230057.0
2024-11-27,Campaign_23,Meta,45787.16,2203556,124928,460127.0,96955.0,
2024-11-27,Campaign_6,DV360,6994.770187,653416,1689,0.0,,0.0
2024-11-27,Campaign_12,Meta,6090.31,781401,1234,26068.0,903.0,
2024-11-27,Campiagn_14,Meta,105710.5,16448208,44731,802109.0,17499.0,
2024-11-27,Campaign_44,TikTok,11231.96,1133827,6769,,,272244.0
2024-11-27,Campaign_11,Meta,3288.37,41178,295,3139.0,163.0,
2024-11-27,Campaign_18,Meta,2062.57,119084,2082,39651.0,3.0,
2024-11-27,Campaign_19,Meta,7946.23,344997,26280,154475.0,22431.0,
2024-11-27,Campiagn_14,Meta,6857.33,1077038,1500,51583.0,601.0,
2024-11-27,Campaign_17,Meta,58719.83,3045862,10905,273282.0,9829.0,
2024-11-26,Campaign_62,YouTube,7629.979572,474220,113,459752.0,,459758.0
2024-11-26,Campaign_19,Meta,7979.92,402812,30468,148008.0,25310.0,
2024-11-26,Campaign_17,Meta,43111.68,2799519,7991,216938.0,7392.0,
2024-11-26,Campaign_25,Google Ads,27498.858228,1420526,474,515872.0,,459030.0
2024-11-26,Campaign_25,Google Ads,5912.885788,1147721,2663,252236.0,,239177.0
2024-11-26,Campaign_15,Meta,5896.16,1139745,1766,52998.0,242.0,
2024-11-26,Campaign_65,YouTube,12996.045828,1357128,990,64890.0,,60206.0
2024-11-26,Campiagn_14,Meta,6626.82,887925,2098,68912.0,898.0,
2024-11-26,Campaign_29,Google Ads,6417.7331,551688,17044,271.0,,0.0
2024-11-26,Campaign_25,Google Ads,10553.57427,1035630,26314,2.0,,0.0
2024-11-26,Campaign_11,Meta,1287.68,125925,661,6124.0,124.0,
2024-11-26,Campaign_15,Meta,5936.87,1241946,2364,68858.0,350.0,
2024-11-26,Campaign_50,TikTok,5520.14,635066,3162,,,174779.0
2024-11-26,Campaign_43,TikTok,7405.64,513693,2137,,,24726.0
2024-11-26,Campaign_44,TikTok,11162.659999,1220786,5910,,,285138.0
2024-11-26,Campaign_6,DV360,6813.781158,615896,1684,0.0,,0.0
2024-11-26,Campaign_65,YouTube,3335.931298,512019,249,13896.0,,12002.0
2024-11-26,Campaign_15,Meta,6096.66,932902,1224,42866.0,566.0,
2024-11-26,Campaign_50,TikTok,3586.37,357737,1717,,,54398.0
2024-11-26,Campaign_11,Meta,4011.85,50947,361,3556.0,175.0,
2024-11-26,Campaign_46,TikTok,30838.42,858053,4572,,,100847.0
2024-11-26,Campiagn_14,Meta,14827.7,2347873,6649,114072.0,4126.0,
2024-11-26,Campiagn_14,Meta,4068.02,1002062,5239,1904.0,1717.0,
2024-11-26,Campiagn_14,Meta,7028.06,1146149,1579,52279.0,598.0,
2024-11-26,Campaign_53,TikTok,5404.189999,465708,35319,,,234740.0
2024-11-26,Campaign_18,Meta,2109.19,124230,2357,41136.0,2.0,
2024-11-26,Campaign_12,Meta,6401.2,864150,1300,27461.0,896.0,
2024-11-26,Campaign_29,Google Ads,6757.698879,1447395,3519,154812.0,,154804.0
2024-11-26,Campaign_23,Meta,48971.25,2084799,146301,433364.0,121129.0,
2024-11-26,Campaign_13,Meta,10533.19,1315493,1855,50843.0,954.0,
2024-11-25,Campaign_29,Google Ads,12244.258623,1360768,2699,658780.0,,658697.0
2024-11-25,Campaign_6,DV360,6680.207034,616681,1674,0.0,,0.0
2024-11-25,Campaign_18,Meta,2154.95,125127,1793,42544.0,5.0,
2024-11-25,Campaign_12,Meta,6465.4,876658,1403,29006.0,981.0,
2024-11-25,Campaign_19,Meta,8261.58,569024,35053,166984.0,28463.0,
2024-11-25,Campaign_29,Google Ads,6468.571284,513131,17808,746.0,,0.0
2024-11-25,Campiagn_14,Meta,4192.1,1058380,6144,2181.0,1980.0,
2024-11-25,Campaign_25,Google Ads,27482.278776,1181565,1135,545136.0,,460109.0
2024-11-25,Campaign_25,Google Ads,12061.59213,1099508,32869,0.0,,0.0
2024-11-25,Campaign_13,Meta,10725.61,1401111,1961,56225.0,944.0,
2024-11-25,Campaign_50,TikTok,3566.03,350094,1737,,,55938.0
2024-11-25,Campaign_44,TikTok,11062.6,1262052,5615,,,318980.0
2024-11-25,Campaign_17,Meta,10000.0,630436,3458,58446.0,3018.0,
2024-11-25,Campaign_15,Meta,6217.16,1322332,2888,92217.0,536.0,
2024-11-25,Campiagn_14,Meta,6790.37,994774,2626,93438.0,951.0,
2024-11-25,Campaign_65,YouTube,12489.796143,1359837,853,68590.0,,64185.0
2024-11-25,Campaign_46,TikTok,31388.84,873368,5074,,,100529.0
2024-11-25,Campaign_65,YouTube,3367.528204,495304,192,14374.0,,12696.0
2024-11-25,Campaign_15,Meta,6205.53,1234499,2263,64343.0,365.0,
2024-11-25,Campiagn_14,Meta,7182.22,1153051,1629,52757.0,567.0,
2024-11-25,Campiagn_14,Meta,15192.24,2425932,6988,117834.0,4184.0,
2024-11-25,Campaign_50,TikTok,5524.3,680591,4174,,,189575.0
2024-11-25,Campaign_11,Meta,2477.39,42451,301,2893.0,147.0,
2024-11-25,Campaign_43,TikTok,7455.29,523059,2524,,,26910.0
2024-11-25,Campaign_25,Google Ads,5639.888832,984940,2261,256816.0,,242753.0
2024-11-25,Campaign_53,TikTok,5325.07,340309,34866,,,154518.0
2024-11-25,Campaign_62,YouTube,7701.418111,507263,114,494076.0,,494099.0
2024-11-25,Campaign_15,Meta,6232.71,954674,1354,43530.0,610.0,
2024-11-24,Campaign_29,Google Ads,10480.571894,1144315,2307,521065.0,,521010.0
2024-11-24,Campaign_50,TikTok,3599.68,392912,2025,,,63161.0
2024-11-24,Campaign_11,Meta,3994.26,62414,430,3990.0,224.0,
2024-11-24,Campiagn_14,Meta,15755.74,2473790,7500,122224.0,4663.0,
2024-11-24,Campaign_17,Meta,45117.82,3109973,9395,193833.0,8775.0,
2024-11-24,Campaign_25,Google Ads,8816.013052,1261930,3007,365389.0,,345172.0
2024-11-24,Campaign_29,Google Ads,6533.395831,571406,18111,555.0,,0.0
2024-11-24,Campiagn_14,Meta,6991.67,1002764,2754,88621.0,1010.0,
2024-11-24,Campaign_18,Meta,2214.61,124393,1551,43153.0,2.0,
2024-11-24,Campaign_46,TikTok,31286.81,870529,5303,,,116191.0
2024-11-24,Campaign_65,YouTube,3396.175562,512187,189,10054.0,,8440.0
2024-11-24,Campaign_15,Meta,6372.93,1116198,1528,52682.0,343.0,
2024-11-24,Campaign_19,Meta,8527.41,493229,29057,163339.0,24905.0,
2024-11-24,Campaign_12,Meta,6487.45,843632,1313,26804.0,943.0,
2024-11-24,Campaign_25,Google Ads,18110.903748,1731566,51476,1.0,,0.0
2024-11-24,Campiagn_14,Meta,4304.48,1066853,5819,2109.0,1915.0,
2024-11-24,Campaign_44,TikTok,11165.1,1415223,9807,,,375138.0
2024-11-24,Campaign_15,Meta,6348.12,1205963,2643,89951.0,504.0,
2024-11-24,Campaign_62,YouTube,7767.857166,499630,121,484759.0,,484743.0
2024-11-24,Campaign_13,Meta,10752.82,1336962,1864,53118.0,984.0,
2024-11-24,Campaign_43,TikTok,7443.96,578116,3222,,,30349.0
2024-11-24,Campaign_15,Meta,6292.99,805900,1083,40183.0,716.0,
2024-11-24,Campaign_6,DV360,6703.562608,587616,1701,0.0,,0.0
2024-11-24,Campiagn_14,Meta,7428.68,1174143,1722,53758.0,584.0,
2024-11-24,Campaign_65,YouTube,19935.777149,2210817,1268,105473.0,,98667.0
2024-11-24,Campaign_50,TikTok,5506.79,770325,4684,,,215995.0
2024-11-24,Campaign_53,TikTok,5303.86,234245,29657,,,98351.0
2024-11-23,Campaign_15,Meta,6245.71,1067274,1452,48859.0,297.0,
2024-11-23,Campaign_53,TikTok,5405.78,229304,29725,,,99448.0
2024-11-23,Campaign_15,Meta,6285.9,1163570,2519,85063.0,431.0,
2024-11-23,Campaign_11,Meta,5224.58,114818,1376,62146.0,741.0,
2024-11-23,Campaign_65,YouTube,20065.32653,2267555,1356,102527.0,,94438.0
2024-11-23,Campaign_15,Meta,6135.88,742325,968,39220.0,693.0,
2024-11-23,Campaign_29,Google Ads,10836.623692,1184167,2386,373843.0,,373789.0
2024-11-23,Campaign_19,Meta,8368.469999,537334,31224,157681.0,26078.0,
2024-11-23,Campaign_13,Meta,10736.05,1266588,1741,47498.0,979.0,
2024-11-23,Campaign_44,TikTok,11097.15,1412805,10049,,,400182.0
2024-11-23,Campiagn_14,Meta,4211.529999,1031083,5703,2094.0,1886.0,
2024-11-23,Campaign_50,TikTok,3572.9,367903,1972,,,60352.0
2024-11-23,Campiagn_14,Meta,6675.73,914975,2368,78263.0,906.0,
2024-11-23,Campaign_25,Google Ads,18242.339234,1158431,45378,4.0,,0.0
2024-11-23,Campaign_65,YouTube,3420.632004,564570,306,14053.0,,12293.0
2024-11-23,Campaign_18,Meta,2047.3,113940,1398,41526.0,6.0,
2024-11-23,Campaign_29,Google Ads,6577.539705,605315,17206,350.0,,0.0
2024-11-23,Campaign_46,TikTok,31225.21,868815,5119,,,114498.0
2024-11-23,Campaign_62,YouTube,7819.582843,495980,206,475829.0,,475817.0
2024-11-23,Campiagn_14,Meta,15280.62,2463395,7703,126006.0,4774.0,
2024-11-23,Campiagn_14,Meta,7282.57,1148604,1728,51756.0,542.0,
2024-11-23,Campaign_6,DV360,6816.196163,595821,1890,0.0,,0.0
2024-11-23,Campaign_17,Meta,48170.48,3426838,9660,224283.0,9010.0,
2024-11-23,Campaign_25,Google Ads,10231.14546,1529510,3328,333527.0,,314305.0
2024-11-23,Campaign_12,Meta,6327.33,818073,1286,21605.0,961.0,
2024-11-23,Campaign_50,TikTok,5524.55,724827,3620,,,215174.0
2024-11-23,Campaign_11,Meta,3985.23,54621,377,3613.0,199.0,
2024-11-23,Campaign_11,Meta,5472.44,100639,367,5045.0,210.0,
2024-11-23,Campaign_43,TikTok,7336.11,555332,3655,,,32186.0
2024-11-22,Campaign_25,Google Ads,17476.390555,1452446,47813,10.0,,0.0
2024-11-22,Campaign_13,Meta,10476.97,1285164,1761,46158.0,887.0,
2024-11-22,Campaign_46,TikTok,30038.65,835800,4621,,,100676.0
2024-11-22,Campaign_11,Meta,5749.63,115879,1447,67244.0,833.0,
2024-11-22,Campaign_6,DV360,6676.495107,531670,1510,0.0,,0.0
