Date,Month,Campaign_New,Canal,Spend,Impressions,Clicks,Engagements,LinkClicks,VideoViews,Weighted_Score,CPM
2024-10-06,2024-10,Campiagn_14,Meta,9129.3,386685,6984,50187.0,4978.0,0.0,32077.5,23.60913922184724
2024-10-06,2024-10,Campaign_18,Meta,3347.1,125811,7700,6885.0,24.0,0.0,11142.5,26.604192002289146
2024-10-06,2024-10,Campaign_12,Meta,3349.76,88030,392,67550.0,381.0,0.0,34167.0,38.05248210837215
2024-10-06,2024-10,Campaign_32,Google Ads,27206.169156,12070552,35866,729540.0,0.0,685594.0,469195.4,2.2539291621460227
2024-10-06,2024-10,Campiagn_14,Meta,1453.45,39955,1522,6426.0,1119.0,0.0,4735.0,36.377174321111255
2024-10-06,2024-10,Campaign_21,Meta,3182.1,437191,197,170.0,95.0,0.0,282.0,7.278512137715552
2024-10-06,2024-10,Campiagn_14,Meta,6446.88,144421,1391,19340.0,940.0,0.0,11061.0,44.63949148669514
2024-10-06,2024-10,Campaign_43,TikTok,4387.51,358231,1291,0.0,0.0,29741.0,4265.1,12.247711672077514
2024-10-06,2024-10,Campiagn_14,Meta,3745.47,339602,18913,87581.0,16059.0,0.0,62703.5,11.028998651362476
2024-10-06,2024-10,Campaign_25,Google Ads,4487.51171,439622,11037,0.0,0.0,0.0,11037.0,10.207659557528968
2024-10-06,2024-10,Campiagn_14,Meta,1106.26,45801,3511,13459.0,2901.0,0.0,10240.5,24.153621099975982
2024-10-06,2024-10,Campaign_50,TikTok,4920.61,430687,1582,0.0,0.0,29702.0,4552.200000000001,11.425025598636596
2024-10-06,2024-10,Campiagn_14,Meta,8240.09,151699,2575,28900.0,1548.0,0.0,17025.0,54.31868370918727
2024-10-06,2024-10,Campaign_12,Meta,5957.98,1060961,1461,30885.0,980.0,0.0,16903.5,5.61564468439462
2024-10-06,2024-10,Campiagn_14,Meta,4432.6,1226691,5486,2036.0,1886.0,0.0,6504.0,3.613460928628318
2024-10-06,2024-10,Campaign_65,YouTube,3189.1477,535706,307,12055.0,0.0,11031.0,7437.6,5.953167782328367
2024-10-06,2024-10,Campaign_12,Meta,8646.8,1447978,1996,43844.0,1318.0,0.0,23918.0,5.9716376906278965
2024-10-06,2024-10,Campaign_28,Google Ads,4571.065814,139356,1308,33433.0,0.0,27650.0,20789.5,32.80135633916014
2024-10-06,2024-10,Campaign_29,Google Ads,4763.751041,394713,20685,33.0,0.0,0.0,20701.5,12.068898265321893
2024-10-06,2024-10,Campaign_19,Meta,5582.26,458282,24439,113054.0,21330.0,0.0,80966.0,12.180840617785556
2024-10-06,2024-10,Campaign_53,TikTok,3012.1,566419,36985,0.0,0.0,165443.0,53529.3,5.31779477736446
2024-10-06,2024-10,Campaign_82,DV360,4533.673422,709232,1062,0.0,0.0,0.0,1062.0,6.392370087644099
2024-10-06,2024-10,Campiagn_14,Meta,8661.06,690225,8391,7930.0,6236.0,0.0,12356.0,12.548169075301532
2024-10-06,2024-10,Campaign_53,TikTok,3343.85,442115,37347,0.0,0.0,179481.0,55295.100000000006,7.563303665335942
2024-10-06,2024-10,Campaign_8,DV360,3386.30434,199954,730,0.0,0.0,0.0,730.0,16.935416845874553
2024-10-06,2024-10,Campiagn_14,Meta,6135.38,227279,3132,25982.0,2254.0,0.0,16123.0,26.994926940016455
2024-10-06,2024-10,Campaign_53,TikTok,6445.43,1008198,73255,0.0,0.0,330435.0,106298.5,6.393020021860786
2024-10-06,2024-10,Campaign_53,TikTok,2791.02,444490,34911,0.0,0.0,225115.0,57422.5,6.279151386982834
2024-10-06,2024-10,Campiagn_14,Meta,3865.48,330061,17378,108280.0,12677.0,0.0,71518.0,11.711410921011572
2024-10-06,2024-10,Campaign_12,Meta,5168.54,1604388,4327,129964.0,15.0,0.0,69309.0,3.221502529313358
2024-10-06,2024-10,Campaign_18,Meta,3371.13,283015,31837,28988.0,23.0,0.0,46331.0,11.911488790346802
2024-10-06,2024-10,Campiagn_14,Meta,2061.82,154329,9309,62189.0,5394.0,0.0,40403.5,13.35989995399439
2024-10-06,2024-10,Campaign_19,Meta,7048.93,1200872,1402,32410.0,994.0,0.0,17607.0,5.869842914149052
2024-10-06,2024-10,Campaign_53,TikTok,3049.19,393417,32619,0.0,0.0,147048.0,47323.8,7.750529336556377
2024-10-06,2024-10,Campiagn_14,Meta,7004.8,628493,9124,115800.0,6267.0,0.0,67024.0,11.14539064078677
2024-10-06,2024-10,Campiagn_14,Meta,3833.14,139976,2961,17769.0,1841.0,0.0,11845.5,27.384265874149854
2024-10-06,2024-10,Campiagn_14,Meta,14415.03,1137505,71044,228349.0,57333.0,0.0,185218.5,12.672498142865308
2024-10-06,2024-10,Campaign_53,TikTok,4701.85,323040,51627,0.0,0.0,157865.0,67413.5,14.555008667657257
2024-10-06,2024-10,Campaign_62,YouTube,3082.149809,337483,153,64124.0,0.0,59571.0,38172.1,9.132755750660033
2024-10-06,2024-10,Campiagn_14,Meta,2332.76,491236,966,23011.0,195.0,0.0,12471.5,4.748756198649937
2024-10-06,2024-10,Campaign_43,TikTok,3156.96,469429,31518,0.0,0.0,196628.0,51180.8,6.725106459123744
2024-10-06,2024-10,Campaign_64,YouTube,15523.192372,1756351,1580,325980.0,0.0,274720.0,192042.0,8.838320114828983
2024-10-06,2024-10,Campaign_25,Google Ads,4834.236014,1126191,22595,69.0,0.0,0.0,22629.5,4.292554294964176
2024-10-06,2024-10,Campaign_12,Meta,12497.32,2770510,6868,25230.0,3595.0,0.0,19483.0,4.510837354855243
2024-10-06,2024-10,Campaign_50,TikTok,3278.87,414103,2291,0.0,0.0,80672.0,10358.2,7.918005906743008
2024-10-06,2024-10,Campaign_53,TikTok,6151.6,1201410,74033,0.0,0.0,317493.0,105782.3,5.120316960904271
2024-10-06,2024-10,Campaign_11,Meta,2495.69,90203,1305,580.0,515.0,0.0,1595.0,27.66748334312606
2024-10-06,2024-10,Campaign_62,YouTube,9647.573021,677510,191,657343.0,0.0,656993.0,394561.8,14.239749997786012
2024-10-05,2024-10,Campaign_19,Meta,5652.42,504801,25947,109443.0,22229.0,0.0,80668.5,11.197323301657486
2024-10-05,2024-10,Campaign_53,TikTok,4741.8,317610,46416,0.0,0.0,158024.0,62218.4,14.929630679134789
2024-10-05,2024-10,Campaign_53,TikTok,6481.69,869965,66056,0.0,0.0,334693.0,99525.3,7.450518124292357
2024-10-05,2024-10,Campiagn_14,Meta,3875.6,324421,18291,113643.0,12550.0,0.0,75112.5,11.946205701850372
2024-10-05,2024-10,Campiagn_14,Meta,3611.18,1064616,1162,37385.0,151.0,0.0,19854.5,3.3920023745651013
2024-10-05,2024-10,Campaign_50,TikTok,3282.19,402933,2208,0.0,0.0,78368.0,10044.8,8.145746315144205
2024-10-05,2024-10,Campaign_12,Meta,5808.97,1053233,1427,41548.0,886.0,0.0,22201.0,5.515370293182991
2024-10-05,2024-10,Campaign_43,TikTok,3002.0,375538,27505,0.0,0.0,158679.0,43372.9,7.993864801964115
2024-10-05,2024-10,Campaign_12,Meta,12052.65,2688346,7062,18949.0,3808.0,0.0,16536.5,4.483295676970152
2024-10-05,2024-10,Campaign_62,YouTube,9693.63402,684512,315,658945.0,0.0,658568.0,395644.3,14.16137923075125
2024-10-05,2024-10,Campaign_53,TikTok,3078.05,392317,28954,0.0,0.0,161106.0,45064.6,7.8458236579092935
2024-10-05,2024-10,Campaign_79,DV360,6374.986617,1099135,1294,0.0,0.0,0.0,1294.0,5.800003290769559
2024-10-05,2024-10,Campaign_12,Meta,3287.2,858332,1166,32709.0,4.0,0.0,17520.5,3.8297535219472185
2024-10-05,2024-10,Campaign_19,Meta,6935.88,1186551,1419,42481.0,1024.0,0.0,22659.5,5.845412460147099
2024-10-05,2024-10,Campaign_32,Google Ads,27560.430958,12269502,32830,582118.0,0.0,547896.0,378678.6,2.2462550605558405
2024-10-05,2024-10,Campaign_25,Google Ads,5696.91757,959252,24510,51.0,0.0,0.0,24535.5,5.938916541221702
2024-10-05,2024-10,Campiagn_14,Meta,3672.2,324510,18419,82856.0,15771.0,0.0,59847.0,11.316138177560013
2024-10-05,2024-10,Campaign_29,Google Ads,4754.792382,372115,19558,24.0,0.0,0.0,19570.0,12.777749840775028
2024-10-05,2024-10,Campiagn_14,Meta,3836.15,1071175,4677,1756.0,1625.0,0.0,5555.0,3.5812542301678065
2024-10-05,2024-10,Campaign_18,Meta,3182.83,302291,38787,31066.0,49.0,0.0,54320.0,10.529026666357913
2024-10-05,2024-10,Campiagn_14,Meta,1439.44,44565,1261,4982.0,913.0,0.0,3752.0,32.299786828228434
2024-10-05,2024-10,Campaign_28,Google Ads,4333.314613,183824,1347,37917.0,0.0,32446.0,23550.1,23.57317114740186
2024-10-05,2024-10,Campaign_53,TikTok,2764.74,347674,30060,0.0,0.0,151698.0,45229.8,7.9521045577178615
2024-10-05,2024-10,Campiagn_14,Meta,6194.02,225988,2976,25091.0,2072.0,0.0,15521.5,27.40862346673275
2024-10-05,2024-10,Campaign_65,YouTube,3194.929446,458504,217,9823.0,0.0,8812.0,6009.7,6.968160465339452
2024-10-05,2024-10,Campaign_54,TikTok,6619.34,961587,5235,0.0,0.0,180500.0,23285.0,6.883766107486894
2024-10-05,2024-10,Campaign_62,YouTube,3081.929108,357743,166,74383.0,0.0,69570.0,44314.5,8.614924982459474
2024-10-05,2024-10,Campiagn_14,Meta,2282.75,472692,1006,20377.0,172.0,0.0,11194.5,4.829254567456187
2024-10-05,2024-10,Campiagn_14,Meta,1080.54,50288,3598,14216.0,2927.0,0.0,10706.0,21.487034680241806
2024-10-05,2024-10,Campiagn_14,Meta,8831.51,171316,2762,29930.0,1591.0,0.0,17727.0,51.550993485722294
2024-10-05,2024-10,Campiagn_14,Meta,6759.7,580754,8760,114777.0,6062.0,0.0,66148.5,11.639523791484862
2024-10-05,2024-10,Campaign_62,YouTube,5245.219692,388507,84,374993.0,0.0,374973.0,225077.8,13.500965727773245
2024-10-05,2024-10,Campaign_43,TikTok,4276.58,330933,1317,0.0,0.0,28057.0,4122.700000000001,12.922797061640876
2024-10-05,2024-10,Campiagn_14,Meta,9179.37,738290,8313,8010.0,6318.0,0.0,12318.0,12.43328502350025
2024-10-05,2024-10,Campaign_12,Meta,8351.27,1342804,1710,46089.0,1218.0,0.0,24754.5,6.219276975642015
2024-10-05,2024-10,Campaign_12,Meta,5070.41,1475921,4163,111622.0,16.0,0.0,59974.0,3.4354210015305697
2024-10-05,2024-10,Campaign_82,DV360,4530.663016,716261,1142,0.0,0.0,0.0,1142.0,6.32543586206704
2024-10-05,2024-10,Campaign_8,DV360,3523.761803,202691,748,0.0,0.0,0.0,748.0,17.384895249419067
2024-10-05,2024-10,Campaign_43,TikTok,2953.26,230855,821,0.0,0.0,10811.0,1902.1000000000001,12.792705377834572
2024-10-05,2024-10,Campiagn_14,Meta,2132.78,126551,1012,73506.0,904.0,0.0,37765.0,16.853126407535303
2024-10-05,2024-10,Campiagn_14,Meta,8745.72,331755,5956,43859.0,4228.0,0.0,27885.5,26.361983994212597
2024-10-05,2024-10,Campaign_50,TikTok,4953.45,435274,1670,0.0,0.0,28941.0,4564.1,11.380073241222771
2024-10-05,2024-10,Campaign_25,Google Ads,4483.283731,165476,6725,0.0,0.0,0.0,6725.0,27.093256611230636
2024-10-05,2024-10,Campaign_53,TikTok,2955.33,534637,31904,0.0,0.0,170215.0,48925.5,5.527731900336116
2024-10-05,2024-10,Campaign_18,Meta,3129.41,118359,7863,6824.0,18.0,0.0,11275.0,26.43998344021156
2024-10-05,2024-10,Campiagn_14,Meta,2036.67,161439,9910,65611.0,5449.0,0.0,42715.5,12.615724824856446
2024-10-05,2024-10,Campaign_21,Meta,2824.52,357305,204,154.0,95.0,0.0,281.0,7.9050670995368115
2024-10-05,2024-10,Campiagn_14,Meta,3803.36,147655,2897,18785.0,1834.0,0.0,12289.5,25.75842335173208
2024-10-05,2024-10,Campaign_53,TikTok,6395.91,1216118,66322,0.0,0.0,376270.0,103949.0,5.259284049738595
2024-10-05,2024-10,Campiagn_14,Meta,12822.98,970978,63993,199311.0,51011.0,0.0,163648.5,13.206251840927393
2024-10-05,2024-10,Campaign_53,TikTok,3200.97,391035,31836,0.0,0.0,159294.0,47765.4,8.185891288503587
2024-10-05,2024-10,Campaign_64,YouTube,15710.349561,1725436,1115,323425.0,0.0,268310.0,189658.5,9.105147661808378
2024-10-05,2024-10,Campaign_12,Meta,2964.23,57242,146,53269.0,142.0,0.0,26780.5,51.78417944865658
2024-10-05,2024-10,Campiagn_14,Meta,7668.11,169879,1702,20964.0,1117.0,0.0,12184.0,45.13865751505483
2024-10-05,2024-10,Campaign_11,Meta,2280.4,126126,1715,699.0,617.0,0.0,2064.5,18.08033236604665
2024-10-04,2024-10,Campaign_62,YouTube,5154.826497,379323,63,370124.0,0.0,370108.0,222135.8,13.589543731859129
2024-10-04,2024-10,Campaign_50,TikTok,4290.67,359266,1538,0.0,0.0,25212.0,4059.2000000000003,11.942877978990497
2024-10-04,2024-10,Campaign_53,TikTok,6314.25,1117479,67119,0.0,0.0,332012.0,100320.20000000001,5.650441753267846
2024-10-04,2024-10,Campaign_12,Meta,3023.81,809174,1107,29507.0,1.0,0.0,15860.5,3.736909490418624
2024-10-04,2024-10,Campaign_53,TikTok,3083.13,370518,28754,0.0,0.0,143324.0,43086.4,8.32113419590951
2024-10-04,2024-10,Campiagn_14,Meta,1190.17,55875,4193,15900.0,3419.0,0.0,12143.0,21.300581655480986
2024-10-04,2024-10,Campaign_43,TikTok,4915.42,479516,45739,0.0,0.0,201232.0,65862.2,10.250794551172433
2024-10-04,2024-10,Campaign_54,TikTok,5997.15,697884,5304,0.0,0.0,117266.0,17030.6,8.593333562597795
2024-10-04,2024-10,Campaign_12,Meta,4592.63,1330193,4418,105504.0,11.0,0.0,57170.0,3.4526042461507465
2024-10-04,2024-10,Campaign_79,DV360,2126.991153,330035,257,0.0,0.0,0.0,257.0,6.4447442028875725
2024-10-04,2024-10,Campiagn_14,Meta,3402.38,1039716,1093,37729.0,130.0,0.0,19957.5,3.2724128512016746
2024-10-04,2024-10,Campiagn_14,Meta,7697.74,153339,1714,19601.0,1089.0,0.0,11514.5,50.20079692707009
2024-10-04,2024-10,Campaign_53,TikTok,2959.12,516062,31278,0.0,0.0,152897.0,46567.7,5.734039708407129
2024-10-04,2024-10,Campaign_43,TikTok,398.79,37893,341,0.0,0.0,1754.0,516.4,10.524107354920435
2024-10-04,2024-10,Campiagn_14,Meta,1513.42,62119,880,4702.0,597.0,0.0,3231.0,24.36323830068095
2024-10-04,2024-10,Campiagn_14,Meta,8788.07,181773,2976,30365.0,1664.0,0.0,18158.5,48.34639908017142
2024-10-04,2024-10,Campaign_32,Google Ads,26560.382704,12110572,34242,735482.0,0.0,694248.0,471407.8,2.193156748004966
2024-10-04,2024-10,Campaign_64,YouTube,14744.763135,1482543,1027,307525.0,0.0,256929.0,180482.4,9.945588853072053
2024-10-04,2024-10,Campaign_82,DV360,2651.261912,434372,453,0.0,0.0,0.0,453.0,6.103666700431887
2024-10-04,2024-10,Campaign_19,Meta,5766.38,476408,26715,100529.0,22684.0,0.0,76979.5,12.103868952662424
2024-10-04,2024-10,Campaign_11,Meta,2363.3,177421,2912,1076.0,939.0,0.0,3450.0,13.32029466635855
2024-10-04,2024-10,Campiagn_14,Meta,8357.94,324907,5875,42664.0,4172.0,0.0,27207.0,25.724099511552538
2024-10-04,2024-10,Campaign_43,TikTok,4989.79,346901,1437,0.0,0.0,31457.0,4582.700000000001,14.383902035451037
2024-10-04,2024-10,Campaign_53,TikTok,6130.83,833634,68990,0.0,0.0,366854.0,105675.4,7.354342553206803
2024-10-04,2024-10,Campiagn_14,Meta,1887.49,139119,849,72358.0,761.0,0.0,37028.0,13.567449449751651
2024-10-04,2024-10,Campaign_53,TikTok,2742.06,329453,30671,0.0,0.0,143398.0,45010.8,8.323068844417868
2024-10-04,2024-10,Campaign_29,Google Ads,4924.481893,381475,21816,23.0,0.0,0.0,21827.5,12.90905535880464
2024-10-04,2024-10,Campiagn_14,Meta,6320.16,222062,3078,24919.0,2025.0,0.0,15537.5,28.46124055443975
2024-10-04,2024-10,Campiagn_14,Meta,3611.16,131268,2546,16116.0,1480.0,0.0,10604.0,27.509827223695034
2024-10-04,2024-10,Campiagn_14,Meta,12303.94,1069215,62180,203413.0,49518.0,0.0,163886.5,11.507451728604632
2024-10-04,2024-10,Campiagn_14,Meta,3843.56,338249,19181,86282.0,16664.0,0.0,62322.0,11.36310824274425
2024-10-04,2024-10,Campiagn_14,Meta,1913.44,149076,9415,61586.0,5289.0,0.0,40208.0,12.835332313719176
2024-10-04,2024-10,Campaign_28,Google Ads,7097.543956,171063,1314,34385.0,0.0,28590.0,21365.5,41.490818914668864
2024-10-04,2024-10,Campiagn_14,Meta,8779.3,790334,7975,7757.0,6220.0,0.0,11853.5,11.108341536616164
2024-10-04,2024-10,Campaign_62,YouTube,2952.942333,482419,501,18822.0,0.0,17922.0,11704.2,6.121115322986864
2024-10-04,2024-10,Campiagn_14,Meta,2162.22,447292,978,20521.0,147.0,0.0,11238.5,4.83402341199932
2024-10-04,2024-10,Campaign_65,YouTube,3212.04213,494581,232,8264.0,0.0,7523.0,5116.3,6.494471340387115
2024-10-04,2024-10,Campaign_53,TikTok,4636.49,294453,47883,0.0,0.0,141182.0,62001.2,15.746112282775178
2024-10-04,2024-10,Campaign_8,DV360,3508.369732,163717,629,0.0,0.0,0.0,629.0,21.42947728091768
2024-10-04,2024-10,Campaign_18,Meta,2483.56,81828,7615,6798.0,17.0,0.0,11014.0,30.35098010460967
2024-10-04,2024-10,Campaign_53,TikTok,3115.47,394395,32442,0.0,0.0,164732.0,48915.2,7.899364849960065
2024-10-04,2024-10,Campaign_25,Google Ads,154.535145,16123,187,0.0,0.0,0.0,187.0,9.584763691620667
2024-10-04,2024-10,Campaign_12,Meta,5993.46,1012201,1434,30043.0,884.0,0.0,16455.5,5.921215252701785
2024-10-04,2024-10,Campiagn_14,Meta,3548.23,991115,4430,1772.0,1626.0,0.0,5316.0,3.5800386433461306
2024-10-04,2024-10,Campiagn_14,Meta,3768.66,322175,18367,119205.0,11948.0,0.0,77969.5,11.6975556762629
2024-10-04,2024-10,Campaign_12,Meta,7699.42,1171782,1419,22739.0,1003.0,0.0,12788.5,6.570693183544379
2024-10-04,2024-10,Campaign_19,Meta,5629.49,867740,1041,17920.0,758.0,0.0,10001.0,6.487530827206306
2024-10-04,2024-10,Campaign_18,Meta,2005.21,168565,11629,36894.0,13.0,0.0,30076.0,11.895767211461454
2024-10-04,2024-10,Campaign_12,Meta,1010.61,22748,44,21318.0,42.0,0.0,10703.0,44.42632319324776
2024-10-04,2024-10,Campaign_25,Google Ads,5484.13485,867923,19395,44.0,0.0,0.0,19417.0,6.318688236168416
2024-10-04,2024-10,Campaign_62,YouTube,9188.430412,573248,311,536873.0,0.0,536578.0,322405.3,16.02871778357709
2024-10-04,2024-10,Campaign_21,Meta,2800.41,374108,194,144.0,83.0,0.0,266.0,7.485565665529739
2024-10-04,2024-10,Campaign_50,TikTok,3256.489999,399456,2099,0.0,0.0,77238.0,9822.8,8.152312142013137
2024-10-04,2024-10,Campaign_12,Meta,8808.42,2052976,5918,9284.0,3306.0,0.0,10560.0,4.290561604227229
2024-10-04,2024-10,Campiagn_14,Meta,6421.85,568424,8182,116388.0,5616.0,0.0,66376.0,11.29764049371596
2024-10-03,2024-10,Campaign_12,Meta,4742.82,1468289,4876,111081.0,9.0,0.0,60416.5,3.230167902912846
2024-10-03,2024-10,Campaign_43,TikTok,6867.27,600169,66518,0.0,0.0,285758.0,95093.8,11.442227106031803
2024-10-03,2024-10,Campaign_62,YouTube,4204.733899,239519,107,208646.0,0.0,208226.0,125252.6,17.554907539694135
2024-10-03,2024-10,Campaign_53,TikTok,6422.55,1055899,70756,0.0,0.0,334904.0,104246.4,6.082541985549754
2024-10-03,2024-10,Campaign_53,TikTok,3441.83,540883,41639,0.0,0.0,196561.0,61295.100000000006,6.363353997075153
2024-10-03,2024-10,Campaign_12,Meta,3333.38,926924,1163,35356.0,5.0,0.0,18841.0,3.5961740121088677
2024-10-03,2024-10,Campiagn_14,Meta,2132.32,479843,921,23904.0,147.0,0.0,12873.0,4.443786821939677
2024-10-03,2024-10,Campaign_32,Google Ads,21273.160738,9099014,23036,626194.0,0.0,592336.0,395366.6,2.3379632933854153
2024-10-03,2024-10,Campaign_12,Meta,6368.61,1682047,4999,6599.0,2862.0,0.0,8298.5,3.786225949691061
2024-10-03,2024-10,Campaign_54,TikTok,7288.09,942318,8233,0.0,0.0,139226.0,22155.6,7.734214988995222
2024-10-03,2024-10,Campaign_19,Meta,6887.56,629556,33985,127486.0,28091.0,0.0,97728.0,10.940345259198548
2024-10-03,2024-10,Campiagn_14,Meta,4009.09,400849,23204,160461.0,13717.0,0.0,103434.5,10.001496822993197
2024-10-03,2024-10,Campiagn_14,Meta,7937.07,338626,5885,43656.0,4236.0,0.0,27713.0,23.439044845936223
2024-10-03,2024-10,Campaign_29,Google Ads,4932.364187,935524,28717,6.0,0.0,0.0,28720.0,5.27230107084372
2024-10-03,2024-10,Campaign_50,TikTok,3214.22,408144,2217,0.0,0.0,85253.0,10742.300000000001,7.8752107099455095
2024-10-03,2024-10,Campaign_11,Meta,2255.53,262517,4157,1300.0,1117.0,0.0,4807.0,8.59193880777245
2024-10-03,2024-10,Campaign_64,YouTube,11363.319237,1294384,1356,223669.0,0.0,197164.0,132906.9,8.778939817704792
2024-10-03,2024-10,Campiagn_14,Meta,12449.44,1378732,69893,244419.0,55420.0,0.0,192102.5,9.029630123910957
2024-10-03,2024-10,Campaign_12,Meta,6462.36,1165313,1499,38298.0,988.0,0.0,20648.0,5.545600194969077
2024-10-03,2024-10,Campaign_53,TikTok,4763.42,398418,52682,0.0,0.0,187247.0,71406.7,11.955835328725108
2024-10-03,2024-10,Campaign_43,TikTok,6173.11,475552,2068,0.0,0.0,44191.0,6487.1,12.980935838772625
2024-10-03,2024-10,Campaign_18,Meta,2514.51,133472,10344,7389.0,53.0,0.0,14038.5,18.839232198513546
2024-10-03,2024-10,Campaign_53,TikTok,2934.5,350813,30143,0.0,0.0,126404.0,42783.4,8.364855350286335
2024-10-03,2024-10,Campiagn_14,Meta,2255.54,134295,1064,82881.0,959.0,0.0,42504.5,16.795413083137866
2024-10-03,2024-10,Campaign_21,Meta,2823.4,387067,190,175.0,93.0,0.0,277.5,7.29434438998933
2024-10-03,2024-10,Campaign_19,Meta,5199.22,884696,978,23027.0,733.0,0.0,12491.5,5.876843571124997
2024-10-03,2024-10,Campiagn_14,Meta,3633.99,1167804,1257,42251.0,150.0,0.0,22382.5,3.1118149963521278
2024-10-03,2024-10,Campaign_53,TikTok,2744.34,564762,28588,0.0,0.0,159216.0,44509.6,4.859285858467815
2024-10-03,2024-10,Campiagn_14,Meta,5739.1,206704,3104,23144.0,2105.0,0.0,14676.0,27.764823128725137
2024-10-03,2024-10,Campaign_28,Google Ads,4789.550164,197200,1576,36981.0,0.0,31527.0,23219.2,24.28777973630832
2024-10-03,2024-10,Campiagn_14,Meta,9230.39,812930,9263,9223.0,6849.0,0.0,13874.5,11.354470864650091
2024-10-03,2024-10,Campaign_12,Meta,7897.7,1378119,1664,39701.0,1125.0,0.0,21514.5,5.730782319959307
2024-10-03,2024-10,Campiagn_14,Meta,7088.81,145615,1588,20253.0,1092.0,0.0,11714.5,48.681866565944446
2024-10-03,2024-10,Campiagn_14,Meta,1985.81,184104,10894,75886.0,5990.0,0.0,48837.0,10.786349020119063
2024-10-03,2024-10,Campiagn_14,Meta,3769.11,338596,19884,93994.0,16692.0,0.0,66881.0,11.131584543231462
2024-10-03,2024-10,Campaign_50,TikTok,3838.52,327050,1574,0.0,0.0,24734.0,4047.4,11.736798654639964
2024-10-03,2024-10,Campiagn_14,Meta,6039.69,609030,8804,123400.0,6069.0,0.0,70504.0,9.91690064528841
2024-10-03,2024-10,Campaign_26,Google Ads,5820.819618,1379591,3502,321026.0,0.0,304417.0,194456.7,4.219235714063081
2024-10-03,2024-10,Campiagn_14,Meta,3998.82,1113045,4421,1734.0,1558.0,0.0,5288.0,3.59268493187607
2024-10-03,2024-10,Campaign_44,TikTok,2757.03,359344,1050,0.0,0.0,9867.0,2036.7,7.672397479852175
2024-10-03,2024-10,Campiagn_14,Meta,8637.66,189207,2937,31499.0,1696.0,0.0,18686.5,45.651905056366836
2024-10-03,2024-10,Campaign_62,YouTube,5198.639633,346525,95,337133.0,0.0,337097.0,202371.2,15.00220657384027
2024-10-03,2024-10,Campaign_65,YouTube,3194.232347,535964,433,9279.0,0.0,8406.0,5913.1,5.959788991424797
2024-10-03,2024-10,Campiagn_14,Meta,3312.06,125612,3065,16655.0,1940.0,0.0,11392.5,26.367385281660987
2024-10-03,2024-10,Campiagn_14,Meta,1254.15,72850,4483,20015.0,3468.0,0.0,14490.5,17.21551132463967
2024-10-03,2024-10,Campaign_53,TikTok,2851.14,275989,33769,0.0,0.0,105309.0,44299.9,10.330629119276493
2024-10-03,2024-10,Campaign_15,Meta,3254.34,620625,749,19311.0,429.0,0.0,10404.5,5.243649546827794
2024-10-03,2024-10,Campaign_18,Meta,30000.0,1404156,74394,85019.0,45.0,0.0,116903.5,21.365147462247783
2024-10-03,2024-10,Campiagn_14,Meta,1679.07,105152,862,5694.0,597.0,0.0,3709.0,15.968027236762019
2024-10-03,2024-10,Campaign_53,TikTok,6339.87,1124130,76731,0.0,0.0,419794.0,118710.4,5.639801446451923
2024-10-03,2024-10,Campaign_8,DV360,2353.500495,83084,295,0.0,0.0,0.0,295.0,28.326759604737372
2024-10-02,2024-10,Campaign_65,YouTube,3139.257038,574002,480,17422.0,0.0,16265.0,10817.5,5.469069860383762
2024-10-02,2024-10,Campaign_12,Meta,1767.39,508123,1463,1439.0,874.0,0.0,2182.5,3.478271993198497
2024-10-02,2024-10,Campaign_29,Google Ads,5549.686489,785478,21652,15.0,0.0,0.0,21659.5,7.065362096710538
2024-10-02,2024-10,Campaign_19,Meta,4624.43,882370,1046,21920.0,719.0,0.0,12006.0,5.240919342226051
2024-10-02,2024-10,Campaign_53,TikTok,6129.71,1004151,71338,0.0,0.0,336270.0,104965.0,6.104370756987744
2024-10-02,2024-10,Campaign_18,Meta,748.43,37799,3107,2543.0,11.0,0.0,4378.5,19.80025926611815
2024-10-02,2024-10,Campaign_44,TikTok,5509.25,783135,2462,0.0,0.0,22558.0,4717.8,7.034866274652519
2024-10-02,2024-10,Campiagn_14,Meta,3224.55,169220,1583,114370.0,1385.0,0.0,58768.0,19.05537170547217
2024-10-02,2024-10,Campiagn_14,Meta,7618.5,321939,6064,44612.0,4099.0,0.0,28370.0,23.664420899611418
2024-10-02,2024-10,Campaign_12,Meta,3264.82,990892,1321,39269.0,5.0,0.0,20955.5,3.294829305312789
2024-10-02,2024-10,Campaign_12,Meta,7580.99,1481844,1756,48970.0,1179.0,0.0,26241.0,5.115916385260526
2024-10-02,2024-10,Campiagn_14,Meta,2690.45,56772,604,8267.0,409.0,0.0,4737.5,47.390438948777565
2024-10-02,2024-10,Campaign_12,Meta,6585.11,1316485,1676,35768.0,1155.0,0.0,19560.0,5.002039521908719
2024-10-02,2024-10,Campiagn_14,Meta,1460.84,66232,1687,8915.0,1112.0,0.0,6144.5,22.056407778717237
2024-10-02,2024-10,Campiagn_14,Meta,3718.96,335665,21593,96755.0,17900.0,0.0,69970.5,11.0793797387276
2024-10-02,2024-10,Campiagn_14,Meta,8404.45,852091,10409,10276.0,6762.0,0.0,15547.0,9.86332445712958
2024-10-02,2024-10,Campaign_53,TikTok,4531.32,379211,52734,0.0,0.0,180948.0,70828.8,11.949336912695042
